,cardName,winnum,losenum
31754,电吉他 和鸣,0,1
31755,刀 百炼,0,1
31756,海浪冲击,0,1
31757,鼠标 点点,0,1
31758,煤油灯 流露,0,1
31759,注射器 针妮,0,1
317510,自行车 闪电,0,1
317511,重新出发,0,1
31760,羽毛球 拉丽,4,9
31761,纯净水 浅浅,4,9
31762,红汽水 浅浅,4,9
31763,刀 藏锋,4,9
31764,纸巾 缠缠,4,9
31765,刀 百炼,4,9
31766,电扇 彩虹,4,9
31767,风暴针刺,4,9
31768,胡乱抓挠,4,9
31769,超电磁炮,4,9
317610,铅笔 追忆,4,9
317611,海浪冲击,4,9
31770,羽毛球 拉丽,0,1
31771,纯净水 浅浅,0,1
31772,红汽水 浅浅,0,1
31773,刀 藏锋,0,1
31774,摩托 赤狸,0,1
31775,肥皂 滑滑,0,1
31776,引力炸弹,0,1
31777,风暴针刺,0,1
31778,铅笔 追忆,0,1
31779,超电磁炮,0,1
317710,鼠标 点点,0,1
317711,海浪冲击,0,1
31780,羽毛球 拉丽,0,2
31781,纯净水 浅浅,0,2
31782,红汽水 浅浅,0,2
31783,刀 藏锋,0,2
31784,摩托 赤狸,0,2
31785,刀 百炼,0,2
31786,引力炸弹,0,2
31787,风暴针刺,0,2
31788,协力攻击,0,2
31789,超电磁炮,0,2
317810,鼠标 点点,0,2
317811,海浪冲击,0,2
31790,羽毛球 拉丽,0,1
31791,纯净水 浅浅,0,1
31792,红汽水 浅浅,0,1
31793,刀 藏锋,0,1
31794,雨伞 守心,0,1
31795,鼠标 点点,0,1
31796,引力炸弹,0,1
31797,电池 欧姆,0,1
31798,胡乱抓挠,0,1
31799,海浪冲击,0,1
317910,红汽水 满满,0,1
317911,爆米花 米莉,0,1
31800,羽毛球 拉丽,0,1
31801,纯净水 浅浅,0,1
31802,红汽水 浅浅,0,1
31803,刀 藏锋,0,1
31804,雨伞 守心,0,1
31805,裂地斩,0,1
31806,尖刺墙,0,1
31807,风暴针刺,0,1
31808,协力攻击,0,1
31809,超电磁炮,0,1
318010,红汽水 满满,0,1
318011,海浪冲击,0,1
31812,红汽水 浅浅,1,0
31813,刀 藏锋,1,0
31814,茶壶 灵愈,1,0
31815,刀 百炼,1,0
31816,爆裂药瓶,1,0
31817,风暴针刺,1,0
31818,胡乱抓挠,1,0
31819,萨克斯 莉莉,1,0
318110,剪刀 刺痛,1,0
318111,巨雷枪,1,0
31820,羽毛球 拉丽,0,1
31821,纯净水 浅浅,0,1
31822,红汽水 浅浅,0,1
31823,刀 藏锋,0,1
31824,茶壶 灵愈,0,1
31825,刀 百炼,0,1
31826,爆裂药瓶,0,1
31827,风暴针刺,0,1
31828,胡乱抓挠,0,1
31829,超电磁炮,0,1
318210,剪刀 刺痛,0,1
318211,巨雷枪,0,1
31830,羽毛球 拉丽,0,1
31831,纯净水 浅浅,0,1
31832,红汽水 浅浅,0,1
31833,刀 藏锋,0,1
31834,留声机 回音,0,1
31835,鼠标 点点,0,1
31836,注射器 针妮,0,1
31837,风暴针刺,0,1
31838,胡乱抓挠,0,1
31839,超电磁炮,0,1
318310,红汽水 满满,0,1
318311,海浪冲击,0,1
31840,羽毛球 拉丽,3,0
31841,纯净水 浅浅,3,0
31842,红汽水 浅浅,3,0
31843,刀 藏锋,3,0
31844,留声机 回音,3,0
31845,刀 百炼,3,0
31846,引力炸弹,3,0
31847,鼠标 点点,3,0
31848,胡乱抓挠,3,0
31849,爆裂药瓶,3,0
318410,萨克斯 莉莉,3,0
318411,风暴针刺,3,0
31850,羽毛球 拉丽,0,1
31851,纯净水 浅浅,0,1
31852,红汽水 浅浅,0,1
31853,刀 藏锋,0,1
31854,留声机 回音,0,1
31855,刀 百炼,0,1
31856,引力炸弹,0,1
31857,巨雷枪,0,1
31858,啤酒瓶 破碎,0,1
31859,超电磁炮,0,1
318510,电池 焦耳,0,1
318511,海浪冲击,0,1
31860,羽毛球 拉丽,0,1
31861,纯净水 浅浅,0,1
31862,红汽水 浅浅,0,1
31863,刀 藏锋,0,1
31864,留声机 回音,0,1
31865,刀 百炼,0,1
31866,协力攻击,0,1
31867,风暴针刺,0,1
31868,胡乱抓挠,0,1
31869,超电磁炮,0,1
318610,红汽水 满满,0,1
318611,海浪冲击,0,1
31870,羽毛球 拉丽,0,1
31871,纯净水 浅浅,0,1
31872,红汽水 浅浅,0,1
31873,刀 藏锋,0,1
31874,电池 欧姆,0,1
31875,刀 百炼,0,1
31876,鼠标 点点,0,1
31877,风暴针刺,0,1
31878,胡乱抓挠,0,1
31879,超电磁炮,0,1
318710,红汽水 满满,0,1
318711,海浪冲击,0,1
31880,羽毛球 拉丽,3,0
31881,纯净水 浅浅,3,0
31882,红汽水 浅浅,3,0
31883,刀 藏锋,3,0
31884,电池 欧姆,3,0
31885,重新出发,3,0
31886,引力炸弹,3,0
31887,风暴针刺,3,0
31888,电吉他 和鸣,3,0
31889,超电磁炮,3,0
318810,鼠标 点点,3,0
318811,海浪冲击,3,0
31890,羽毛球 拉丽,1,0
31891,纯净水 浅浅,1,0
31892,红汽水 浅浅,1,0
31893,刀 藏锋,1,0
31894,萨克斯 莉莉,1,0
31895,鼠标 点点,1,0
31896,引力炸弹,1,0
31897,风暴针刺,1,0
31898,胡乱抓挠,1,0
31899,超电磁炮,1,0
318910,红汽水 满满,1,0
318911,协力攻击,1,0
31900,羽毛球 拉丽,1,0
31901,纯净水 浅浅,1,0
31902,红汽水 浅浅,1,0
31903,刀 藏锋,1,0
31904,时钟 晨曦,1,0
31905,刀 百炼,1,0
31906,引力炸弹,1,0
31907,铅笔 追忆,1,0
31908,胡乱抓挠,1,0
31909,超电磁炮,1,0
319010,红汽水 满满,1,0
319011,海浪冲击,1,0
31912,红汽水 浅浅,0,2
31913,刀 藏锋,0,2
31914,时钟 晨曦,0,2
31915,刀 百炼,0,2
31916,引力炸弹,0,2
31917,风暴针刺,0,2
31918,胡乱抓挠,0,2
31919,超电磁炮,0,2
319110,红汽水 满满,0,2
319111,铅笔 追忆,0,2
31920,羽毛球 拉丽,1,0
31921,纯净水 浅浅,1,0
31922,红汽水 浅浅,1,0
31923,刀 藏锋,1,0
31924,时钟 晨曦,1,0
31925,刀 百炼,1,0
31926,爆裂药瓶,1,0
31927,风暴针刺,1,0
31928,铅笔 追忆,1,0
31929,超电磁炮,1,0
319210,摩托 赤狸,1,0
319211,海浪冲击,1,0
31930,羽毛球 拉丽,0,1
31931,纯净水 浅浅,0,1
31932,红汽水 浅浅,0,1
31933,刀 藏锋,0,1
31934,时钟 晨曦,0,1
31935,刀 百炼,0,1
31936,爆裂药瓶,0,1
31937,风暴针刺,0,1
31938,胡乱抓挠,0,1
31939,自制手雷,0,1
319310,剪刀 刺痛,0,1
319311,巨雷枪,0,1
31940,羽毛球 拉丽,0,1
31941,纯净水 浅浅,0,1
31942,红汽水 浅浅,0,1
31943,刀 藏锋,0,1
31944,时钟 晨曦,0,1
31945,刀 百炼,0,1
31946,重新出发,0,1
31947,风暴针刺,0,1
31948,胡乱抓挠,0,1
31949,自制手雷,0,1
319410,剪刀 刺痛,0,1
319411,巨雷枪,0,1
31950,羽毛球 拉丽,0,1
31951,纯净水 浅浅,0,1
31952,红汽水 浅浅,0,1
31953,刀 藏锋,0,1
31954,时钟 晨曦,0,1
31955,有丝分裂,0,1
31956,引力炸弹,0,1
31957,风暴针刺,0,1
31958,胡乱抓挠,0,1
31959,超电磁炮,0,1
319510,红汽水 满满,0,1
319511,海浪冲击,0,1
31960,羽毛球 拉丽,5,3
31961,纯净水 浅浅,5,3
31962,红汽水 浅浅,5,3
31963,刀 藏锋,5,3
31964,时钟 晨曦,5,3
31965,全力滋水,5,3
31966,电池 欧姆,5,3
31967,风暴针刺,5,3
31968,胡乱抓挠,5,3
31969,超电磁炮,5,3
319610,巨雷枪,5,3
319611,海浪冲击,5,3
31970,羽毛球 拉丽,0,1
31971,纯净水 浅浅,0,1
31972,红汽水 浅浅,0,1
31973,刀 藏锋,0,1
31974,时钟 晨曦,0,1
31975,全力滋水,0,1
31976,电池 伏特,0,1
31977,风暴针刺,0,1
31978,胡乱抓挠,0,1
31979,超电磁炮,0,1
319710,巨雷枪,0,1
319711,海浪冲击,0,1
31980,羽毛球 拉丽,0,1
31981,纯净水 浅浅,0,1
31982,红汽水 浅浅,0,1
31983,刀 藏锋,0,1
31984,时钟 晨曦,0,1
31985,协力攻击,0,1
31986,电池 欧姆,0,1
31987,风暴针刺,0,1
31988,胡乱抓挠,0,1
31989,鼠标 点点,0,1
319810,铅笔 追忆,0,1
319811,海浪冲击,0,1
31990,羽毛球 拉丽,0,1
31991,纯净水 浅浅,0,1
31992,红汽水 浅浅,0,1
31993,刀 藏锋,0,1
31994,铅笔 追忆,0,1
31995,鼠标 点点,0,1
31996,注射器 针妮,0,1
31997,风暴针刺,0,1
31998,胡乱抓挠,0,1
31999,超电磁炮,0,1
319910,红汽水 满满,0,1
319911,海浪冲击,0,1
32000,羽毛球 拉丽,0,1
32001,纯净水 浅浅,0,1
32002,红汽水 浅浅,0,1
32003,刀 藏锋,0,1
32004,铅笔 追忆,0,1
32005,刀 百炼,0,1
32006,牛奶 银河,0,1
32007,鼠标 点点,0,1
32008,胡乱抓挠,0,1
32009,爆裂药瓶,0,1
320010,姨妈巾 玫瑰,0,1
320011,风暴针刺,0,1
32012,红汽水 浅浅,0,1
32013,刀 藏锋,0,1
32014,铅笔 追忆,0,1
32015,刀 百炼,0,1
32016,鼠标 点点,0,1
32017,风暴针刺,0,1
32018,胡乱抓挠,0,1
32019,超电磁炮,0,1
320110,纸巾 缠缠,0,1
320111,海浪冲击,0,1
32020,羽毛球 拉丽,0,1
32021,纯净水 浅浅,0,1
32022,红汽水 浅浅,0,1
32023,刀 藏锋,0,1
32024,铅笔 追忆,0,1
32025,刀 百炼,0,1
32026,纯净水 满满,0,1
32027,风暴针刺,0,1
32028,滋水,0,1
32029,超电磁炮,0,1
320210,爆米花 米莉,0,1
320211,海浪冲击,0,1
32030,羽毛球 拉丽,0,1
32031,纯净水 浅浅,0,1
32032,红汽水 浅浅,0,1
32033,刀 藏锋,0,1
32034,铅笔 追忆,0,1
32035,刀 百炼,0,1
32036,引力炸弹,0,1
32037,鼠标 点点,0,1
32038,胡乱抓挠,0,1
32039,姨妈巾 玫瑰,0,1
320310,重新出发,0,1
320311,风暴针刺,0,1
32040,羽毛球 拉丽,1,1
32041,纯净水 浅浅,1,1
32042,红汽水 浅浅,1,1
32043,刀 藏锋,1,1
32044,铅笔 追忆,1,1
32045,刀 百炼,1,1
32046,引力炸弹,1,1
32047,鼠标 点点,1,1
32048,胡乱抓挠,1,1
32049,爆裂药瓶,1,1
320410,自行车 闪电,1,1
320411,风暴针刺,1,1
32050,羽毛球 拉丽,1,2
32051,纯净水 浅浅,1,2
32052,红汽水 浅浅,1,2
32053,刀 藏锋,1,2
32054,铅笔 追忆,1,2
32055,刀 百炼,1,2
32056,引力炸弹,1,2
32057,风暴针刺,1,2
32058,胡乱抓挠,1,2
32059,超电磁炮,1,2
320510,红汽水 满满,1,2
320511,海浪冲击,1,2
32060,羽毛球 拉丽,1,0
32061,纯净水 浅浅,1,0
32062,红汽水 浅浅,1,0
32063,刀 藏锋,1,0
32064,铅笔 追忆,1,0
32065,刀 百炼,1,0
32066,重新出发,1,0
32067,风暴针刺,1,0
32068,胡乱抓挠,1,0
32069,超电磁炮,1,0
320610,留声机 回音,1,0
320611,巨雷枪,1,0
32070,羽毛球 拉丽,0,1
32071,纯净水 浅浅,0,1
32072,红汽水 浅浅,0,1
32073,刀 藏锋,0,1
32074,铅笔 追忆,0,1
32075,刀 百炼,0,1
32076,重新出发,0,1
32077,风暴针刺,0,1
32078,胡乱抓挠,0,1
32079,超电磁炮,0,1
320710,红汽水 满满,0,1
320711,巨雷枪,0,1
32080,羽毛球 拉丽,1,1
32081,纯净水 浅浅,1,1
32082,红汽水 浅浅,1,1
32083,刀 藏锋,1,1
32084,铅笔 追忆,1,1
32085,刀 百炼,1,1
32086,海浪冲击,1,1
32087,鼠标 点点,1,1
32088,胡乱抓挠,1,1
32089,爆裂药瓶,1,1
320810,自行车 闪电,1,1
320811,风暴针刺,1,1
32090,羽毛球 拉丽,0,1
32091,纯净水 浅浅,0,1
32092,红汽水 浅浅,0,1
32093,刀 藏锋,0,1
32094,铅笔 追忆,0,1
32095,刀 百炼,0,1
32096,海浪冲击,0,1
32097,鼠标 点点,0,1
32098,胡乱抓挠,0,1
32099,爆裂药瓶,0,1
320910,绿汽水 浅浅,0,1
320911,风暴针刺,0,1
32100,羽毛球 拉丽,0,2
32101,纯净水 浅浅,0,2
32102,红汽水 浅浅,0,2
32103,刀 藏锋,0,2
32104,铅笔 追忆,0,2
32105,蓄力,0,2
32106,引力炸弹,0,2
32107,风暴针刺,0,2
32108,胡乱抓挠,0,2
32109,超电磁炮,0,2
321010,红汽水 满满,0,2
321011,海浪冲击,0,2
32112,红汽水 浅浅,0,1
32113,刀 藏锋,0,1
32114,牙膏 露洁,0,1
32115,刀 百炼,0,1
32116,引力炸弹,0,1
32117,临摹,0,1
32118,鼠标 点点,0,1
32119,超电磁炮,0,1
321110,红汽水 满满,0,1
321111,海浪冲击,0,1
32120,羽毛球 拉丽,3,0
32121,纯净水 浅浅,3,0
32122,红汽水 浅浅,3,0
32123,刀 藏锋,3,0
32124,电池 伏特,3,0
32125,刀 百炼,3,0
32126,引力炸弹,3,0
32127,鼠标 点点,3,0
32128,临摹,3,0
32129,爆裂药瓶,3,0
321210,自行车 闪电,3,0
321211,风暴针刺,3,0
32130,羽毛球 拉丽,1,0
32131,纯净水 浅浅,1,0
32132,红汽水 浅浅,1,0
32133,刀 藏锋,1,0
32134,爆米花 米莉,1,0
32135,牙膏 露洁,1,0
32136,引力炸弹,1,0
32137,风暴针刺,1,0
32138,胡乱抓挠,1,0
32139,鼠标 点点,1,0
321310,电吉他 和鸣,1,0
321311,海浪冲击,1,0
32140,羽毛球 拉丽,0,1
32141,纯净水 浅浅,0,1
32142,红汽水 浅浅,0,1
32143,刀 藏锋,0,1
32144,爆米花 米莉,0,1
32145,刀 百炼,0,1
32146,鼠标 点点,0,1
32147,风暴针刺,0,1
32148,胡乱抓挠,0,1
32149,超电磁炮,0,1
321410,红汽水 满满,0,1
321411,海浪冲击,0,1
32150,羽毛球 拉丽,1,0
32151,纯净水 浅浅,1,0
32152,红汽水 浅浅,1,0
32153,刀 藏锋,1,0
32154,爆米花 米莉,1,0
32155,刀 百炼,1,0
32156,引力炸弹,1,0
32157,风暴针刺,1,0
32158,胡乱抓挠,1,0
32159,超电磁炮,1,0
321510,临摹,1,0
321511,海浪冲击,1,0
32160,羽毛球 拉丽,0,1
32161,纯净水 浅浅,0,1
32162,红汽水 浅浅,0,1
32163,刀 藏锋,0,1
32164,爆米花 米莉,0,1
32165,协力攻击,0,1
32166,引力炸弹,0,1
32167,风暴针刺,0,1
32168,胡乱抓挠,0,1
32169,超电磁炮,0,1
321610,红汽水 满满,0,1
321611,铅笔 追忆,0,1
32170,羽毛球 拉丽,0,1
32171,纯净水 浅浅,0,1
32172,红汽水 浅浅,0,1
32173,刀 藏锋,0,1
32174,牛奶 银河,0,1
32175,刀 百炼,0,1
32176,协力攻击,0,1
32177,电池 欧姆,0,1
32178,鼠标 点点,0,1
32179,超电磁炮,0,1
321710,红汽水 满满,0,1
321711,海浪冲击,0,1
32180,羽毛球 拉丽,1,0
32181,纯净水 浅浅,1,0
32182,红汽水 浅浅,1,0
32183,刀 藏锋,1,0
32184,姨妈巾 玫瑰,1,0
32185,刀 百炼,1,0
32186,电吉他 和鸣,1,0
32187,风暴针刺,1,0
32188,胡乱抓挠,1,0
32189,超电磁炮,1,0
321810,红汽水 满满,1,0
321811,铅笔 追忆,1,0
32190,羽毛球 拉丽,1,0
32191,纯净水 浅浅,1,0
32192,红汽水 浅浅,1,0
32193,刀 藏锋,1,0
32194,姨妈巾 玫瑰,1,0
32195,刀 百炼,1,0
32196,鼠标 点点,1,0
32197,风暴针刺,1,0
32198,胡乱抓挠,1,0
32199,全力滋水,1,0
321910,红汽水 满满,1,0
321911,牛奶 银河,1,0
32200,羽毛球 拉丽,0,1
32201,纯净水 浅浅,0,1
32202,红汽水 浅浅,0,1
32203,刀 藏锋,0,1
32204,姨妈巾 玫瑰,0,1
32205,刀 百炼,0,1
32206,协力攻击,0,1
32207,风暴针刺,0,1
32208,胡乱抓挠,0,1
32209,超电磁炮,0,1
322010,剪刀 刺痛,0,1
322011,自制手雷,0,1
32212,红汽水 浅浅,0,1
32213,刀 藏锋,0,1
32214,鼠标 点点,0,1
32215,纸巾 缠缠,0,1
32216,姨妈巾 玫瑰,0,1
32217,协力攻击,0,1
32218,胡乱抓挠,0,1
32219,超电磁炮,0,1
322110,红汽水 满满,0,1
322111,投石支援,0,1
32220,羽毛球 拉丽,1,0
32221,纯净水 浅浅,1,0
32222,红汽水 浅浅,1,0
32223,刀 藏锋,1,0
32224,鼠标 点点,1,0
32225,爆米花 米莉,1,0
32226,风暴针刺,1,0
32227,超电磁炮,1,0
32228,胡乱抓挠,1,0
32229,铅笔 追忆,1,0
322210,海浪冲击,1,0
322211,电池 欧姆,1,0
32230,羽毛球 拉丽,0,2
32231,纯净水 浅浅,0,2
32232,红汽水 浅浅,0,2
32233,刀 藏锋,0,2
32234,鼠标 点点,0,2
32235,刀 百炼,0,2
32236,铅笔 追忆,0,2
32237,风暴针刺,0,2
32238,胡乱抓挠,0,2
32239,超电磁炮,0,2
322310,红汽水 满满,0,2
322311,协力攻击,0,2
32240,羽毛球 拉丽,1,2
32241,纯净水 浅浅,1,2
32242,红汽水 浅浅,1,2
32243,刀 藏锋,1,2
32244,鼠标 点点,1,2
32245,刀 百炼,1,2
32246,引力炸弹,1,2
32247,风暴针刺,1,2
32248,胡乱抓挠,1,2
32249,超电磁炮,1,2
322410,红汽水 满满,1,2
322411,海浪冲击,1,2
32250,羽毛球 拉丽,0,1
32251,纯净水 浅浅,0,1
32252,红汽水 浅浅,0,1
32253,刀 藏锋,0,1
32254,鼠标 点点,0,1
32255,刀 百炼,0,1
32256,引力炸弹,0,1
32257,风暴针刺,0,1
32258,胡乱抓挠,0,1
32259,超电磁炮,0,1
322510,爆裂药瓶,0,1
322511,海浪冲击,0,1
32260,羽毛球 拉丽,0,1
32261,纯净水 浅浅,0,1
32262,红汽水 浅浅,0,1
32263,刀 藏锋,0,1
32264,鼠标 点点,0,1
32265,滋水,0,1
32266,引力炸弹,0,1
32267,风暴针刺,0,1
32268,胡乱抓挠,0,1
32269,超电磁炮,0,1
322610,红汽水 满满,0,1
322611,海浪冲击,0,1
32270,羽毛球 拉丽,0,1
32271,纯净水 浅浅,0,1
32272,红汽水 浅浅,0,1
32273,刀 藏锋,0,1
32274,鼠标 点点,0,1
32275,接力,0,1
32276,协力攻击,0,1
32277,风暴针刺,0,1
32278,爆米花 米莉,0,1
32279,超电磁炮,0,1
322710,盔甲 怀抱,0,1
322711,海浪冲击,0,1
32280,羽毛球 拉丽,0,2
32281,纯净水 浅浅,0,2
32282,红汽水 浅浅,0,2
32283,刀 藏锋,0,2
32284,剪刀 刺痛,0,2
32285,电池 焦耳,0,2
32286,协力攻击,0,2
32287,风暴针刺,0,2
32288,胡乱抓挠,0,2
32289,超电磁炮,0,2
322810,红汽水 满满,0,2
322811,海浪冲击,0,2
32290,羽毛球 拉丽,0,1
32291,纯净水 浅浅,0,1
32292,红汽水 浅浅,0,1
32293,刀 藏锋,0,1
32294,纯净水 满满,0,1
32295,刀 百炼,0,1
32296,引力炸弹,0,1
32297,鼠标 点点,0,1
32298,电池 欧姆,0,1
32299,爆裂药瓶,0,1
322910,冰冻炸弹,0,1
322911,风暴针刺,0,1
32300,羽毛球 拉丽,1,0
32301,纯净水 浅浅,1,0
32302,红汽水 浅浅,1,0
32303,刀 藏锋,1,0
32304,绿汽水 浅浅,1,0
32305,超电磁炮,1,0
32306,海浪冲击,1,0
32307,鼠标 点点,1,0
32308,胡乱抓挠,1,0
32309,爆裂药瓶,1,0
323010,接力,1,0
323011,风暴针刺,1,0
32312,红汽水 浅浅,1,0
32313,刀 藏锋,1,0
32314,肥皂 滑滑,1,0
32315,雨伞 守心,1,0
32316,引力炸弹,1,0
32317,鼠标 点点,1,0
32318,胡乱抓挠,1,0
32319,铅笔 追忆,1,0
323110,自行车 闪电,1,0
323111,风暴针刺,1,0
32320,羽毛球 拉丽,0,1
32321,纯净水 浅浅,0,1
32322,红汽水 浅浅,0,1
32323,刀 藏锋,0,1
32324,肥皂 滑滑,0,1
32325,茶壶 灵愈,0,1
32326,引力炸弹,0,1
32327,修建工事,0,1
32328,胡乱抓挠,0,1
32329,精准爆破,0,1
323210,红汽水 满满,0,1
323211,海浪冲击,0,1
32330,羽毛球 拉丽,0,1
32331,纯净水 浅浅,0,1
32332,红汽水 浅浅,0,1
32333,刀 藏锋,0,1
32334,肥皂 滑滑,0,1
32335,电池 欧姆,0,1
32336,引力炸弹,0,1
32337,风暴针刺,0,1
32338,胡乱抓挠,0,1
32339,超电磁炮,0,1
323310,鼠标 点点,0,1
323311,海浪冲击,0,1
32340,羽毛球 拉丽,0,1
32341,纯净水 浅浅,0,1
32342,红汽水 浅浅,0,1
32343,刀 藏锋,0,1
32344,肥皂 滑滑,0,1
32345,电池 欧姆,0,1
32346,裂地斩,0,1
32347,风暴针刺,0,1
32348,胡乱抓挠,0,1
32349,超电磁炮,0,1
323410,红汽水 满满,0,1
323411,海浪冲击,0,1
32350,羽毛球 拉丽,0,1
32351,纯净水 浅浅,0,1
32352,红汽水 浅浅,0,1
32353,刀 藏锋,0,1
32354,肥皂 滑滑,0,1
32355,萨克斯 莉莉,0,1
32356,书 幻梦,0,1
32357,风暴针刺,0,1
32358,胡乱抓挠,0,1
32359,超电磁炮,0,1
323510,红汽水 满满,0,1
323511,海浪冲击,0,1
32360,羽毛球 拉丽,0,1
32361,纯净水 浅浅,0,1
32362,红汽水 浅浅,0,1
32363,刀 藏锋,0,1
32364,肥皂 滑滑,0,1
32365,时钟 晨曦,0,1
32366,铅笔 追忆,0,1
32367,鼠标 点点,0,1
32368,胡乱抓挠,0,1
32369,有丝分裂,0,1
323610,红汽水 满满,0,1
323611,投石支援,0,1
32370,羽毛球 拉丽,1,0
32371,纯净水 浅浅,1,0
32372,红汽水 浅浅,1,0
32373,刀 藏锋,1,0
32374,肥皂 滑滑,1,0
32375,时钟 晨曦,1,0
32376,铅笔 追忆,1,0
32377,鼠标 点点,1,0
32378,胡乱抓挠,1,0
32379,超电磁炮,1,0
323710,红汽水 满满,1,0
323711,投石支援,1,0
32380,羽毛球 拉丽,0,1
32381,纯净水 浅浅,0,1
32382,红汽水 浅浅,0,1
32383,刀 藏锋,0,1
32384,肥皂 滑滑,0,1
32385,时钟 晨曦,0,1
32386,引力炸弹,0,1
32387,超电磁炮,0,1
32388,胡乱抓挠,0,1
32389,临摹,0,1
323810,尖刺墙,0,1
323811,海浪冲击,0,1
32390,羽毛球 拉丽,0,1
32391,纯净水 浅浅,0,1
32392,红汽水 浅浅,0,1
32393,刀 藏锋,0,1
32394,肥皂 滑滑,0,1
32395,电池 伏特,0,1
32396,引力炸弹,0,1
32397,超电磁炮,0,1
32398,胡乱抓挠,0,1
32399,临摹,0,1
323910,尖刺墙,0,1
323911,海浪冲击,0,1
32400,羽毛球 拉丽,0,1
32401,纯净水 浅浅,0,1
32402,红汽水 浅浅,0,1
32403,刀 藏锋,0,1
32404,肥皂 滑滑,0,1
32405,爆米花 米莉,0,1
32406,萨克斯 莉莉,0,1
32407,鼠标 点点,0,1
32408,电吉他 和鸣,0,1
32409,铅笔 追忆,0,1
324010,电池 焦耳,0,1
324011,巨雷枪,0,1
32412,红汽水 浅浅,1,0
32413,刀 藏锋,1,0
32414,肥皂 滑滑,1,0
32415,爆米花 米莉,1,0
32416,时钟 晨曦,1,0
32417,超电磁炮,1,0
32418,胡乱抓挠,1,0
32419,风暴针刺,1,0
324110,尖刺墙,1,0
324111,海浪冲击,1,0
32420,羽毛球 拉丽,2,0
32421,纯净水 浅浅,2,0
32422,红汽水 浅浅,2,0
32423,刀 藏锋,2,0
32424,肥皂 滑滑,2,0
32425,爆米花 米莉,2,0
32426,魅惑,2,0
32427,风暴针刺,2,0
32428,胡乱抓挠,2,0
32429,尖刺墙,2,0
324210,红汽水 满满,2,0
324211,海浪冲击,2,0
32430,羽毛球 拉丽,1,0
32431,纯净水 浅浅,1,0
32432,红汽水 浅浅,1,0
32433,刀 藏锋,1,0
32434,肥皂 滑滑,1,0
32435,爆米花 米莉,1,0
32436,引力炸弹,1,0
32437,超电磁炮,1,0
32438,胡乱抓挠,1,0
32439,牛奶 银河,1,0
324310,尖刺墙,1,0
324311,海浪冲击,1,0
32440,羽毛球 拉丽,0,1
32441,纯净水 浅浅,0,1
32442,红汽水 浅浅,0,1
32443,刀 藏锋,0,1
32444,肥皂 滑滑,0,1
32445,爆米花 米莉,0,1
32446,引力炸弹,0,1
32447,超电磁炮,0,1
32448,胡乱抓挠,0,1
32449,协力攻击,0,1
324410,魅惑,0,1
324411,海浪冲击,0,1
32450,羽毛球 拉丽,16,53
32451,纯净水 浅浅,16,53
32452,红汽水 浅浅,16,53
32453,刀 藏锋,16,53
32454,肥皂 滑滑,16,53
32455,爆米花 米莉,16,53
32456,引力炸弹,16,53
32457,超电磁炮,16,53
32458,胡乱抓挠,16,53
32459,协力攻击,16,53
324510,尖刺墙,16,53
324511,海浪冲击,16,53
32460,羽毛球 拉丽,5,1
32461,纯净水 浅浅,5,1
32462,红汽水 浅浅,5,1
32463,刀 藏锋,5,1
32464,肥皂 滑滑,5,1
32465,爆米花 米莉,5,1
32466,引力炸弹,5,1
32467,超电磁炮,5,1
32468,胡乱抓挠,5,1
32469,爆裂药瓶,5,1
324610,剪刀 刺痛,5,1
324611,巨雷枪,5,1
32470,羽毛球 拉丽,0,1
32471,纯净水 浅浅,0,1
32472,红汽水 浅浅,0,1
32473,刀 藏锋,0,1
32474,肥皂 滑滑,0,1
32475,爆米花 米莉,0,1
32476,引力炸弹,0,1
32477,超电磁炮,0,1
32478,胡乱抓挠,0,1
32479,爆裂药瓶,0,1
324710,尖刺墙,0,1
324711,海浪冲击,0,1
32480,羽毛球 拉丽,0,1
32481,纯净水 浅浅,0,1
32482,红汽水 浅浅,0,1
32483,刀 藏锋,0,1
32484,肥皂 滑滑,0,1
32485,鼠标 点点,0,1
32486,引力炸弹,0,1
32487,风暴针刺,0,1
32488,胡乱抓挠,0,1
32489,协力攻击,0,1
324810,有丝分裂,0,1
324811,海浪冲击,0,1
32490,羽毛球 拉丽,1,1
32491,纯净水 浅浅,1,1
32492,红汽水 浅浅,1,1
32493,刀 藏锋,1,1
32494,肥皂 滑滑,1,1
32495,自行车 闪电,1,1
32496,引力炸弹,1,1
32497,风暴针刺,1,1
32498,胡乱抓挠,1,1
32499,超电磁炮,1,1
324910,海浪冲击,1,1
324911,摩托 赤狸,1,1
32500,羽毛球 拉丽,0,1
32501,纯净水 浅浅,0,1
32502,红汽水 浅浅,0,1
32503,刀 藏锋,0,1
32504,肥皂 滑滑,0,1
32505,剪刀 刺痛,0,1
32506,引力炸弹,0,1
32507,风暴针刺,0,1
32508,胡乱抓挠,0,1
32509,超电磁炮,0,1
325010,鼠标 点点,0,1
325011,铅笔 追忆,0,1
32512,红汽水 浅浅,1,1
32513,刀 藏锋,1,1
32514,肥皂 滑滑,1,1
32515,纯净水 满满,1,1
32516,鼠标 点点,1,1
32517,风暴针刺,1,1
32518,电吉他 和鸣,1,1
32519,引力炸弹,1,1
325110,重新出发,1,1
325111,爆米花 米莉,1,1
32520,羽毛球 拉丽,1,1
32521,纯净水 浅浅,1,1
