cards,battlenum,winnum,losenum
"[""10028"",""20046"",""20022"",""20014"",""20047"",""20026"",""20034"",""20044"",""20043"",""20038"",""10035"",""20031""]",4,4,0
"[""10028"",""20046"",""20025"",""10014"",""20043"",""10024"",""20047"",""20014"",""10030"",""10010"",""10017"",""10013""]",2,0,2
"[""10028"",""20046"",""20026"",""20024"",""20036"",""20014"",""20016"",""20034"",""20044"",""20018"",""20038"",""20021""]",3,0,3
"[""10028"",""20046"",""20026"",""20024"",""20036"",""20014"",""20047"",""20034"",""20044"",""20051"",""20038"",""20043""]",7,4,3
"[""10028"",""20046"",""20027"",""20024"",""10010"",""10026"",""20026"",""10032"",""20044"",""10014"",""10011"",""10016""]",2,2,0
"[""10028"",""20046"",""20027"",""20024"",""10010"",""10026"",""20026"",""10032"",""20044"",""20039"",""10011"",""10016""]",1,0,1
"[""10028"",""20046"",""20028"",""20026"",""20014"",""10011"",""20011"",""20034"",""20044"",""20024"",""10010"",""20036""]",5,3,2
"[""10028"",""20046"",""20028"",""20026"",""20014"",""10011"",""20043"",""20034"",""20044"",""20024"",""10010"",""20036""]",3,3,0
"[""10028"",""20046"",""20028"",""20026"",""20014"",""10014"",""20011"",""20034"",""20044"",""20024"",""10010"",""20036""]",2,2,0
"[""10028"",""20046"",""20028"",""20026"",""20014"",""20011"",""20043"",""20034"",""20044"",""20024"",""10038"",""20036""]",6,4,2
"[""10028"",""20046"",""20028"",""20026"",""20014"",""20038"",""20043"",""20034"",""20044"",""20024"",""10010"",""20036""]",10,6,4
"[""10028"",""20046"",""20028"",""20026"",""20014"",""20047"",""20043"",""20034"",""20044"",""20024"",""10038"",""20036""]",2,1,1
"[""10028"",""20046"",""20034"",""10023"",""10022"",""10026"",""20024"",""20026"",""20044"",""20014"",""10027"",""20050""]",1,0,1
"[""10028"",""20046"",""20034"",""20036"",""20014"",""20037"",""10011"",""20026"",""20044"",""20048"",""20047"",""20050""]",3,0,3
"[""10028"",""20046"",""20034"",""20047"",""20036"",""10026"",""20024"",""20026"",""20044"",""20014"",""10027"",""20050""]",1,0,1
"[""10028"",""20046"",""20034"",""20047"",""20036"",""10026"",""20024"",""20026"",""20044"",""20014"",""20028"",""20050""]",5,3,2
"[""10028"",""20046"",""20038"",""10024"",""20018"",""20016"",""10017"",""20034"",""10045"",""10027"",""20043"",""20036""]",2,2,0
"[""10028"",""20046"",""20038"",""10024"",""20018"",""20016"",""10017"",""20034"",""20044"",""10027"",""20021"",""20036""]",1,0,1
"[""10028"",""20046"",""20038"",""20011"",""10032"",""20034"",""20016"",""10017"",""20045"",""10026"",""20027"",""20024""]",1,0,1
"[""10028"",""20046"",""20038"",""20026"",""20014"",""10014"",""20011"",""20034"",""20044"",""20024"",""20043"",""20036""]",10,7,3
"[""10028"",""20046"",""20038"",""20042"",""10041"",""10022"",""20013"",""20026"",""20044"",""20048"",""10025"",""20050""]",1,0,1
"[""10028"",""20046"",""20043"",""10015"",""20034"",""20026"",""10023"",""10021"",""10030"",""20014"",""20050"",""10020""]",1,1,0
"[""10028"",""20046"",""20043"",""10027"",""20011"",""20014"",""20047"",""20050"",""20044"",""20036"",""20049"",""20024""]",1,0,1
"[""10028"",""20046"",""20043"",""20011"",""20034"",""20014"",""20026"",""20050"",""20044"",""20036"",""20049"",""20024""]",1,0,1
"[""10028"",""20046"",""20043"",""20022"",""20024"",""20026"",""20047"",""20031"",""20044"",""20014"",""20036"",""20034""]",5,4,1
"[""10028"",""20046"",""20043"",""20026"",""20011"",""20014"",""20047"",""20038"",""20044"",""20036"",""20031"",""20017""]",1,0,1
"[""10028"",""20046"",""20043"",""20026"",""20011"",""20014"",""20047"",""20050"",""20044"",""20036"",""20024"",""20017""]",1,0,1
"[""10028"",""20046"",""20043"",""20026"",""20028"",""20014"",""20047"",""20038"",""20044"",""20036"",""20031"",""20017""]",1,1,0
"[""10028"",""20046"",""20043"",""20050"",""20041"",""20026"",""10023"",""10021"",""10030"",""20042"",""20013"",""20011""]",2,0,2
"[""10028"",""20046"",""20047"",""10025"",""10044"",""20026"",""20014"",""20034"",""20012"",""10012"",""20043"",""20036""]",1,0,1
"[""10028"",""20046"",""20047"",""10025"",""10044"",""20026"",""20014"",""20034"",""20012"",""20044"",""20043"",""20036""]",2,0,2
"[""10028"",""20046"",""20047"",""20030"",""20034"",""20036"",""20038"",""20026"",""20044"",""20048"",""20031"",""20028""]",39,26,13
"[""10028"",""20046"",""20048"",""10025"",""20049"",""10031"",""10014"",""10030"",""20044"",""20050"",""10021"",""20026""]",4,3,1
"[""10028"",""20046"",""20048"",""10025"",""20049"",""10031"",""20016"",""10030"",""20044"",""20050"",""10021"",""20026""]",1,0,1
"[""10028"",""20046"",""20048"",""10042"",""10035"",""10043"",""20016"",""20026"",""10031"",""20047"",""10037"",""10030""]",3,2,1
"[""10028"",""20046"",""20049"",""10021"",""20010"",""10043"",""20016"",""10030"",""20041"",""20043"",""10018"",""20014""]",1,0,1
"[""10028"",""20046"",""20049"",""10021"",""20010"",""20034"",""20016"",""10030"",""20041"",""20043"",""10018"",""20014""]",4,3,1
"[""10028"",""20046"",""20051"",""20026"",""20014"",""10014"",""20011"",""20034"",""20044"",""20024"",""20043"",""20036""]",6,4,2
"[""10028"",""20047"",""10013"",""10042"",""10025"",""10043"",""20036"",""20042"",""20044"",""20048"",""20016"",""10030""]",1,1,0
"[""10028"",""20047"",""10025"",""20036"",""20034"",""20026"",""20038"",""20046"",""20028"",""10045"",""20022"",""20031""]",7,5,2
"[""10028"",""20047"",""10025"",""20036"",""20034"",""20026"",""20038"",""20046"",""20028"",""20014"",""20022"",""20031""]",5,3,2
"[""10028"",""20047"",""10025"",""20036"",""20034"",""20026"",""20038"",""20046"",""20040"",""10045"",""20022"",""20031""]",1,0,1
"[""10028"",""20047"",""10030"",""20040"",""20013"",""10023"",""20046"",""20048"",""20044"",""10018"",""20049"",""20050""]",1,0,1
"[""10028"",""20047"",""10034"",""10027"",""10024"",""10026"",""20016"",""20036"",""20044"",""20027"",""20049"",""20050""]",2,0,2
"[""10028"",""20047"",""10034"",""10042"",""10018"",""10043"",""10011"",""10030"",""20044"",""20043"",""10021"",""20026""]",1,0,1
"[""10028"",""20047"",""10034"",""10042"",""10031"",""10043"",""10011"",""10030"",""20044"",""20043"",""10021"",""20026""]",1,1,0
"[""10028"",""20047"",""10034"",""10042"",""20013"",""10043"",""10011"",""10030"",""20044"",""20043"",""10021"",""20026""]",3,1,2
"[""10028"",""20047"",""10034"",""10042"",""20013"",""10043"",""20016"",""10030"",""20044"",""20043"",""10021"",""20026""]",1,0,1
"[""10028"",""20047"",""10034"",""10042"",""20013"",""10043"",""20017"",""10030"",""20044"",""20043"",""10021"",""20026""]",1,0,1
"[""10028"",""20047"",""10034"",""20027"",""10031"",""10043"",""10011"",""10030"",""20044"",""20043"",""10021"",""20026""]",1,0,1
"[""10028"",""20047"",""10034"",""20034"",""10031"",""10043"",""10011"",""10030"",""20044"",""20043"",""10021"",""20026""]",1,0,1
"[""10028"",""20047"",""10036"",""10035"",""10010"",""10021"",""20016"",""10030"",""20044"",""10027"",""20025"",""20026""]",1,1,0
"[""10028"",""20047"",""10037"",""10021"",""10015"",""20026"",""20044"",""20034"",""20043"",""10023"",""10030"",""10025""]",1,0,1
"[""10028"",""20047"",""10037"",""10035"",""20049"",""10036"",""10039"",""10030"",""10021"",""20043"",""10023"",""20026""]",12,7,5
"[""10028"",""20047"",""10037"",""10035"",""20049"",""20034"",""10039"",""10030"",""10021"",""20043"",""10023"",""20026""]",1,0,1
"[""10028"",""20047"",""10037"",""20010"",""20034"",""10030"",""20044"",""20043"",""20016"",""20046"",""10021"",""10023""]",2,1,1
"[""10028"",""20047"",""10037"",""20046"",""10020"",""10026"",""20037"",""20048"",""20044"",""10015"",""20049"",""20050""]",1,0,1
"[""10028"",""20047"",""10037"",""20046"",""20032"",""20016"",""10030"",""20026"",""20038"",""20048"",""20037"",""20050""]",3,1,2
"[""10028"",""20047"",""10039"",""10040"",""10010"",""10043"",""20016"",""10030"",""10026"",""20043"",""10032"",""20026""]",2,0,2
"[""10028"",""20047"",""10042"",""10021"",""20026"",""20042"",""10030"",""10043"",""10015"",""20044"",""10031"",""10041""]",1,1,0
"[""10028"",""20047"",""20014"",""20036"",""20046"",""10025"",""20026"",""20034"",""20048"",""10021"",""20050"",""20044""]",7,5,2
"[""10028"",""20047"",""20014"",""20036"",""20046"",""10025"",""20026"",""20034"",""20048"",""10027"",""20050"",""20044""]",2,1,1
"[""10028"",""20047"",""20014"",""20036"",""20046"",""10026"",""20026"",""20034"",""20048"",""10027"",""20050"",""20044""]",11,5,6
"[""10028"",""20047"",""20014"",""20036"",""20046"",""10027"",""20026"",""20034"",""20048"",""10021"",""20050"",""20044""]",3,2,1
"[""10028"",""20047"",""20014"",""20036"",""20046"",""10030"",""20026"",""20034"",""20048"",""10021"",""20050"",""20044""]",6,3,3
"[""10028"",""20047"",""20014"",""20036"",""20046"",""20024"",""20026"",""20034"",""20048"",""10015"",""20050"",""10023""]",1,1,0
"[""10028"",""20047"",""20014"",""20036"",""20046"",""20024"",""20026"",""20034"",""20048"",""10027"",""20050"",""20044""]",4,3,1
"[""10028"",""20047"",""20014"",""20036"",""20046"",""20027"",""20026"",""20034"",""20048"",""10027"",""20050"",""20044""]",3,0,3
"[""10028"",""20047"",""20016"",""10017"",""20043"",""20025"",""20022"",""10030"",""10015"",""20010"",""10010"",""10013""]",2,0,2
"[""10028"",""20047"",""20016"",""20050"",""20043"",""20025"",""20046"",""10030"",""10024"",""10017"",""10010"",""10013""]",4,3,1
"[""10028"",""20047"",""20021"",""20011"",""10011"",""20034"",""20037"",""20050"",""20014"",""20036"",""20026"",""10027""]",5,4,1
"[""10028"",""20047"",""20022"",""10027"",""20026"",""20034"",""20021"",""20016"",""10011"",""20024"",""20027"",""10013""]",12,10,2
"[""10028"",""20047"",""20024"",""20014"",""20034"",""20044"",""10035"",""20026"",""20028"",""10013"",""20046"",""10010""]",10,10,0
"[""10028"",""20047"",""20024"",""20014"",""20034"",""20044"",""10035"",""20026"",""20028"",""10026"",""10011"",""10010""]",3,2,1
"[""10028"",""20047"",""20024"",""20014"",""20034"",""20044"",""10035"",""20026"",""20028"",""10026"",""20022"",""10010""]",1,1,0
"[""10028"",""20047"",""20024"",""20014"",""20034"",""20044"",""10035"",""20026"",""20028"",""10026"",""20046"",""10010""]",76,70,6
"[""10028"",""20047"",""20026"",""10020"",""10034"",""20035"",""20043"",""20044"",""20048"",""10017"",""10023"",""10019""]",1,1,0
"[""10028"",""20047"",""20026"",""10020"",""10034"",""20035"",""20043"",""20044"",""20048"",""10017"",""20031"",""10019""]",1,1,0
"[""10028"",""20047"",""20026"",""10020"",""10034"",""20035"",""20043"",""20044"",""20048"",""10017"",""20034"",""10019""]",1,1,0
"[""10028"",""20047"",""20026"",""10020"",""10034"",""20035"",""20043"",""20044"",""20048"",""10017"",""20038"",""10019""]",4,1,3
"[""10028"",""20047"",""20026"",""20017"",""10034"",""20035"",""20043"",""20044"",""20048"",""10017"",""20038"",""10019""]",1,0,1
"[""10028"",""20047"",""20026"",""20042"",""10034"",""20035"",""20043"",""20044"",""20048"",""10017"",""20038"",""10019""]",1,0,1
"[""10028"",""20047"",""20027"",""20011"",""20021"",""20026"",""20016"",""20018"",""20044"",""20034"",""20036"",""20048""]",1,0,1
"[""10028"",""20047"",""20027"",""20011"",""20021"",""20038"",""20016"",""20018"",""20044"",""20034"",""20036"",""20048""]",4,3,1
"[""10028"",""20047"",""20034"",""20046"",""10020"",""10026"",""20016"",""20048"",""20014"",""20026"",""20039"",""20050""]",5,3,2
"[""10028"",""20047"",""20034"",""20046"",""10020"",""10026"",""20016"",""20048"",""20044"",""20026"",""20039"",""20050""]",7,6,1
"[""10028"",""20047"",""20034"",""20046"",""10020"",""10026"",""20016"",""20048"",""20044"",""20026"",""20049"",""20050""]",2,2,0
"[""10028"",""20047"",""20034"",""20050"",""20043"",""20025"",""20046"",""10030"",""10024"",""10025"",""10010"",""10013""]",1,0,1
"[""10028"",""20047"",""20036"",""10042"",""10041"",""10043"",""20016"",""20026"",""20044"",""20048"",""10019"",""20050""]",2,1,1
"[""10028"",""20047"",""20036"",""10042"",""10041"",""10043"",""20016"",""20026"",""20044"",""20048"",""10030"",""20050""]",1,1,0
"[""10028"",""20047"",""20038"",""20044"",""20014"",""20043"",""20036"",""20026"",""10013"",""20034"",""10012"",""20046""]",2,1,1
"[""10028"",""20047"",""20046"",""10015"",""20034"",""20026"",""20016"",""10030"",""10023"",""20050"",""10014"",""10013""]",7,4,3
"[""10028"",""20047"",""20046"",""10015"",""20034"",""20026"",""20016"",""10030"",""10023"",""20050"",""10021"",""10013""]",1,0,1
"[""10028"",""20047"",""20048"",""10017"",""20043"",""20025"",""20022"",""10030"",""10015"",""20010"",""10010"",""10035""]",2,2,0
"[""10028"",""20047"",""20050"",""10017"",""20043"",""20025"",""20022"",""10030"",""10015"",""20010"",""10010"",""10035""]",1,1,0
"[""10028"",""20047"",""20050"",""10021"",""10010"",""20036"",""20016"",""10030"",""10013"",""20043"",""20025"",""20026""]",3,1,2
"[""10028"",""20047"",""20050"",""10021"",""10010"",""20036"",""20016"",""10030"",""10018"",""20043"",""20010"",""20026""]",1,1,0
"[""10028"",""20047"",""20050"",""10021"",""10010"",""20036"",""20016"",""10030"",""10031"",""20043"",""20010"",""20026""]",1,1,0
"[""10028"",""20048"",""10010"",""10024"",""20047"",""10021"",""20050"",""10030"",""20044"",""10014"",""10034"",""20026""]",3,3,0
"[""10028"",""20048"",""10013"",""10031"",""10014"",""10034"",""10033"",""10030"",""20017"",""20043"",""10018"",""10021""]",1,0,1
"[""10028"",""20048"",""10013"",""10031"",""10014"",""10034"",""20034"",""10030"",""10015"",""20043"",""10018"",""10021""]",1,0,1
"[""10028"",""20048"",""10013"",""10031"",""10014"",""10034"",""20034"",""10030"",""20032"",""20043"",""10018"",""10021""]",1,0,1
"[""10028"",""20048"",""10016"",""10042"",""10041"",""10013"",""20016"",""10030"",""20044"",""10021"",""10032"",""20026""]",1,0,1
"[""10028"",""20048"",""10016"",""10042"",""10041"",""10018"",""20016"",""10030"",""20044"",""10021"",""20043"",""20026""]",1,1,0
"[""10028"",""20048"",""10021"",""10014"",""10026"",""10010"",""20010"",""10030"",""20044"",""20043"",""10032"",""20026""]",2,0,2
"[""10028"",""20048"",""10021"",""10014"",""20050"",""10010"",""20010"",""10030"",""10020"",""20043"",""10032"",""20026""]",2,1,1
"[""10028"",""20048"",""10021"",""10020"",""10033"",""10046"",""10014"",""10030"",""10027"",""20043"",""20026"",""20036""]",1,0,1
"[""10028"",""20048"",""10021"",""10020"",""10033"",""10046"",""10014"",""10030"",""10034"",""20043"",""20026"",""20036""]",1,0,1
"[""10028"",""20048"",""10021"",""10040"",""20043"",""20026"",""20035"",""20014"",""10010"",""20034"",""10013"",""20050""]",1,0,1
"[""10028"",""20048"",""10021"",""10042"",""10010"",""10043"",""10014"",""10030"",""10041"",""20043"",""20033"",""20026""]",1,0,1
"[""10028"",""20048"",""10021"",""10042"",""10027"",""10025"",""20016"",""10030"",""10017"",""10018"",""10031"",""20050""]",1,1,0
"[""10028"",""20048"",""10021"",""10042"",""10027"",""10025"",""20016"",""10030"",""10026"",""10018"",""20013"",""20050""]",1,1,0
"[""10028"",""20048"",""10021"",""10042"",""10027"",""10025"",""20016"",""10030"",""10026"",""10018"",""20035"",""20050""]",2,1,1
"[""10028"",""20048"",""10021"",""10042"",""10027"",""10043"",""20016"",""10030"",""10017"",""20043"",""10031"",""20050""]",2,1,1
"[""10028"",""20048"",""10021"",""10042"",""10027"",""10043"",""20016"",""10030"",""10017"",""20043"",""10032"",""20050""]",1,0,1
"[""10028"",""20048"",""10021"",""10042"",""20036"",""10043"",""20016"",""10030"",""20044"",""20042"",""20050"",""20026""]",2,0,2
"[""10028"",""20048"",""10021"",""20035"",""10026"",""10010"",""20010"",""10030"",""20044"",""20043"",""10032"",""20026""]",3,2,1
"[""10028"",""20048"",""10023"",""20050"",""20025"",""10033"",""10030"",""20026"",""20011"",""10012"",""20049"",""10021""]",1,1,0
"[""10028"",""20048"",""10026"",""10010"",""10041"",""10025"",""20016"",""10030"",""20044"",""20043"",""20047"",""20026""]",1,1,0
"[""10028"",""20048"",""10026"",""10042"",""10041"",""10043"",""10031"",""20026"",""10021"",""10015"",""10010"",""10023""]",1,0,1
"[""10028"",""20048"",""10030"",""20016"",""20036"",""10020"",""10041"",""20044"",""10021"",""10017"",""10038"",""10036""]",2,1,1
"[""10028"",""20048"",""10030"",""20016"",""20036"",""10020"",""10041"",""20044"",""10021"",""10017"",""10038"",""20050""]",1,0,1
"[""10028"",""20048"",""10031"",""10014"",""20025"",""10043"",""20016"",""10030"",""20044"",""20043"",""10010"",""20026""]",4,4,0
"[""10028"",""20048"",""10031"",""10014"",""20025"",""10043"",""20016"",""10030"",""20044"",""20043"",""20014"",""20026""]",11,6,5
"[""10028"",""20048"",""10031"",""10021"",""10015"",""10014"",""20016"",""10030"",""20044"",""20043"",""20050"",""20026""]",11,7,4
"[""10028"",""20048"",""10031"",""10021"",""10015"",""10026"",""20016"",""10030"",""20044"",""20043"",""20050"",""20026""]",1,0,1
"[""10028"",""20048"",""10031"",""10021"",""10015"",""20014"",""20016"",""10030"",""20034"",""20043"",""20050"",""20026""]",15,9,6
"[""10028"",""20048"",""10031"",""10042"",""20025"",""10043"",""20016"",""10030"",""20044"",""20043"",""10010"",""20026""]",1,1,0
"[""10028"",""20048"",""10037"",""10010"",""20026"",""20015"",""20016"",""10030"",""20044"",""20043"",""10038"",""10013""]",1,1,0
"[""10028"",""20048"",""10037"",""20032"",""20026"",""20034"",""20016"",""10030"",""20044"",""20043"",""10038"",""10013""]",1,1,0
"[""10028"",""20048"",""10037"",""20041"",""20026"",""20051"",""20016"",""10030"",""20044"",""20043"",""10038"",""10013""]",1,0,1
"[""10028"",""20048"",""10045"",""10040"",""20043"",""20042"",""10039"",""20014"",""10010"",""20034"",""20030"",""20050""]",1,0,1
"[""10028"",""20048"",""20010"",""10023"",""20026"",""20034"",""10027"",""10030"",""20044"",""20043"",""10038"",""10013""]",1,0,1
"[""10028"",""20048"",""20011"",""10021"",""20050"",""10018"",""20016"",""10030"",""10031"",""10011"",""10010"",""20026""]",2,2,0
"[""10028"",""20048"",""20017"",""20016"",""10044"",""20043"",""10016"",""10042"",""10030"",""10021"",""20050"",""10043""]",1,1,0
"[""10028"",""20048"",""20017"",""20016"",""10044"",""20049"",""10016"",""10042"",""10030"",""10021"",""20050"",""10043""]",2,1,1
"[""10028"",""20048"",""20024"",""10019"",""10018"",""10021"",""20016"",""10030"",""20044"",""20043"",""10040"",""20026""]",2,1,1
"[""10028"",""20048"",""20037"",""10015"",""10045"",""20042"",""20016"",""10030"",""20044"",""20014"",""20024"",""20026""]",1,0,1
"[""10028"",""20048"",""20037"",""20034"",""10025"",""10015"",""20036"",""10030"",""20044"",""10023"",""20024"",""20026""]",2,1,1
"[""10028"",""20048"",""20037"",""20034"",""10025"",""10015"",""20036"",""10030"",""20044"",""20014"",""20050"",""20026""]",1,1,0
"[""10028"",""20048"",""20043"",""10010"",""10045"",""10030"",""10021"",""10019"",""20026"",""10018"",""10024"",""10017""]",2,1,1
"[""10028"",""20048"",""20043"",""10024"",""10045"",""10030"",""10021"",""10019"",""20026"",""10018"",""10025"",""10017""]",1,0,1
"[""10028"",""20048"",""20043"",""10026"",""20036"",""10034"",""20049"",""10030"",""20044"",""10018"",""20050"",""20026""]",1,1,0
"[""10028"",""20048"",""20043"",""10026"",""20036"",""10034"",""20049"",""10030"",""20044"",""20014"",""20050"",""20026""]",1,1,0
"[""10028"",""20048"",""20043"",""10026"",""20036"",""20034"",""20049"",""10030"",""20044"",""20014"",""20050"",""20026""]",2,2,0
"[""10028"",""20048"",""20044"",""10019"",""10018"",""10038"",""10017"",""10031"",""10040"",""10021"",""10043"",""10042""]",1,0,1
"[""10028"",""20048"",""20044"",""10019"",""10018"",""10038"",""10017"",""10039"",""10036"",""10021"",""10043"",""10042""]",3,1,2
"[""10028"",""20048"",""20044"",""10019"",""10018"",""10038"",""10017"",""10039"",""10036"",""10041"",""10043"",""10042""]",1,0,1
"[""10028"",""20048"",""20044"",""20050"",""20032"",""10033"",""10030"",""20026"",""20011"",""10012"",""20049"",""10021""]",2,1,1
"[""10028"",""20048"",""20050"",""10010"",""10014"",""10017"",""20016"",""10030"",""20044"",""20043"",""20047"",""20026""]",2,1,1
"[""10028"",""20048"",""20050"",""10026"",""10020"",""10041"",""10027"",""20026"",""10021"",""10015"",""10010"",""10023""]",1,1,0
"[""10028"",""20048"",""20050"",""10026"",""10020"",""10041"",""10027"",""20026"",""20043"",""10015"",""10010"",""10023""]",2,0,2
"[""10028"",""20048"",""20050"",""10040"",""10021"",""10043"",""10030"",""20044"",""20049"",""20026"",""20031"",""10034""]",1,0,1
"[""10028"",""20048"",""20050"",""10040"",""10021"",""10043"",""20014"",""10030"",""20044"",""20049"",""10014"",""20026""]",2,0,2
"[""10028"",""20048"",""20050"",""10040"",""10021"",""10043"",""20051"",""10030"",""20044"",""20049"",""10014"",""20026""]",4,3,1
"[""10028"",""20048"",""20050"",""10040"",""10021"",""10043"",""20051"",""10030"",""20044"",""20049"",""10029"",""20026""]",1,1,0
"[""10028"",""20048"",""20050"",""10040"",""10021"",""10043"",""20051"",""10030"",""20044"",""20049"",""10032"",""20026""]",1,1,0
"[""10028"",""20048"",""20050"",""10042"",""10014"",""10043"",""20013"",""20026"",""10021"",""10015"",""10010"",""10023""]",5,2,3
"[""10028"",""20048"",""20050"",""10042"",""10020"",""10041"",""10027"",""20026"",""10021"",""10015"",""10010"",""10023""]",2,0,2
"[""10028"",""20048"",""20050"",""10042"",""10041"",""10043"",""20013"",""20026"",""10021"",""10015"",""10010"",""10023""]",1,1,0
"[""10028"",""20048"",""20050"",""10046"",""10021"",""10030"",""10038"",""10041"",""20010"",""20015"",""20046"",""20042""]",1,0,1
"[""10028"",""20049"",""10011"",""10013"",""10034"",""10040"",""20026"",""20044"",""10030"",""10021"",""10032"",""20050""]",1,1,0
"[""10028"",""20049"",""10011"",""10013"",""10034"",""10040"",""20026"",""20044"",""10030"",""10021"",""20048"",""20050""]",1,0,1
"[""10028"",""20049"",""10011"",""10023"",""10034"",""10040"",""20026"",""20044"",""10030"",""10021"",""10032"",""20050""]",1,1,0
"[""10028"",""20049"",""10011"",""20026"",""20034"",""10016"",""20043"",""20048"",""20044"",""20036"",""20024"",""20050""]",3,3,0
"[""10028"",""20049"",""10012"",""10024"",""10021"",""10030"",""10019"",""20048"",""10017"",""20028"",""20027"",""20024""]",1,1,0
"[""10028"",""20049"",""10012"",""10024"",""10021"",""10030"",""10019"",""20048"",""20037"",""20028"",""20027"",""20024""]",1,1,0
"[""10028"",""20049"",""10012"",""10024"",""10021"",""10030"",""10019"",""20048"",""20037"",""20028"",""20027"",""20036""]",1,0,1
"[""10028"",""20049"",""10012"",""10027"",""20026"",""10037"",""20050"",""10032"",""10010"",""20048"",""10023"",""20042""]",2,0,2
"[""10028"",""20049"",""10012"",""10030"",""10042"",""10035"",""20026"",""10037"",""20044"",""10026"",""10021"",""10025""]",2,0,2
"[""10028"",""20049"",""10013"",""10031"",""10014"",""20050"",""20016"",""10030"",""20025"",""20043"",""10032"",""10021""]",2,1,1
"[""10028"",""20049"",""10013"",""10042"",""10019"",""10043"",""20016"",""10030"",""20044"",""20048"",""10031"",""20050""]",2,2,0
"[""10028"",""20049"",""10017"",""10023"",""10027"",""20026"",""20044"",""10030"",""10013"",""10032"",""20050"",""10021""]",1,0,1
"[""10028"",""20049"",""10019"",""10031"",""20046"",""20043"",""10030"",""10014"",""10021"",""20050"",""20042"",""20037""]",1,0,1
"[""10028"",""20049"",""10021"",""10030"",""20026"",""20050"",""20043"",""20016"",""10045"",""20048"",""20032"",""20035""]",2,1,1
"[""10028"",""20049"",""10025"",""10030"",""10015"",""10043"",""10021"",""20026"",""20044"",""20048"",""20046"",""10027""]",1,0,1
"[""10028"",""20049"",""10025"",""10042"",""10041"",""10043"",""20016"",""20026"",""20044"",""20048"",""10012"",""20050""]",2,1,1
"[""10028"",""20049"",""10026"",""10032"",""20048"",""20037"",""10038"",""20050"",""20026"",""20042"",""10030"",""10036""]",1,0,1
"[""10028"",""20049"",""10026"",""20019"",""10034"",""20037"",""20016"",""20028"",""20027"",""20048"",""10012"",""20050""]",2,1,1
"[""10028"",""20049"",""10026"",""20019"",""10034"",""20037"",""20016"",""20028"",""20027"",""20048"",""10038"",""20050""]",2,0,2
"[""10028"",""20049"",""10026"",""20019"",""10034"",""20037"",""20016"",""20028"",""20044"",""20048"",""10038"",""20050""]",1,0,1
"[""10028"",""20049"",""10032"",""20037"",""10021"",""20016"",""20026"",""20044"",""20048"",""10012"",""20050"",""20011""]",1,0,1
"[""10028"",""20049"",""10034"",""20011"",""20027"",""20034"",""20016"",""20050"",""20014"",""20024"",""20026"",""10027""]",9,5,4
"[""10028"",""20049"",""10037"",""10031"",""20045"",""20042"",""10020"",""20026"",""20044"",""20048"",""10038"",""20050""]",1,0,1
"[""10028"",""20049"",""10037"",""10042"",""10036"",""10035"",""20037"",""20026"",""20044"",""20048"",""10031"",""20050""]",1,1,0
"[""10028"",""20049"",""10037"",""10042"",""10041"",""10043"",""10015"",""20026"",""20044"",""20048"",""20017"",""20050""]",2,0,2
"[""10028"",""20049"",""10037"",""10042"",""10041"",""10043"",""10027"",""20026"",""20044"",""20048"",""20017"",""20050""]",1,0,1
"[""10028"",""20049"",""10037"",""10042"",""10041"",""10043"",""20016"",""20026"",""20044"",""20048"",""10021"",""20015""]",1,0,1
"[""10028"",""20049"",""10037"",""10042"",""10041"",""10043"",""20042"",""20026"",""20044"",""20048"",""20017"",""20050""]",2,0,2
"[""10028"",""20049"",""10042"",""10025"",""10043"",""10030"",""20026"",""20044"",""20048"",""20042"",""10021"",""20043""]",1,0,1
"[""10028"",""20049"",""10042"",""10030"",""10043"",""20037"",""10025"",""20044"",""20042"",""20026"",""20050"",""10031""]",1,0,1
"[""10028"",""20049"",""10045"",""10030"",""10043"",""10021"",""20026"",""10018"",""20043"",""10029"",""10016"",""20050""]",1,0,1
"[""10028"",""20049"",""10045"",""10030"",""10043"",""10042"",""10040"",""20044"",""20043"",""10031"",""10016"",""20011""]",1,0,1
"[""10028"",""20049"",""10045"",""10030"",""10043"",""20048"",""20051"",""20044"",""20043"",""10031"",""10016"",""20050""]",1,0,1
"[""10028"",""20049"",""10045"",""20015"",""10021"",""10015"",""10030"",""20044"",""10042"",""10018"",""20026"",""10010""]",6,2,4
"[""10028"",""20049"",""20011"",""20016"",""20044"",""20050"",""20036"",""10021"",""10030"",""20026"",""10043"",""10042""]",1,1,0
"[""10028"",""20049"",""20014"",""20036"",""10025"",""10030"",""20026"",""20034"",""20048"",""10021"",""20050"",""20016""]",2,2,0
"[""10028"",""20049"",""20014"",""20036"",""20046"",""10030"",""20026"",""20034"",""20048"",""10021"",""20050"",""20016""]",2,1,1
"[""10028"",""20049"",""20014"",""20046"",""10021"",""20037"",""10025"",""20044"",""20036"",""20026"",""10015"",""20034""]",1,1,0
"[""10028"",""20049"",""20016"",""20046"",""10021"",""20037"",""10025"",""20044"",""20036"",""20026"",""10015"",""20034""]",1,0,1
"[""10028"",""20049"",""20021"",""20011"",""20046"",""20034"",""20018"",""20050"",""20014"",""20024"",""20026"",""10027""]",2,0,2
"[""10028"",""20049"",""20021"",""20011"",""20046"",""20034"",""20018"",""20050"",""20014"",""20036"",""20026"",""10027""]",22,15,7
