,cards,battlenum,winnum,losenum,newCards,newCardsName
3931,"[""10028"",""20014"",""10011"",""20026"",""20034"",""20047"",""10014"",""20046"",""20044"",""20036"",""20024"",""10010""]",1,0,1,"[10010, 10011, 10014, 10028, 20014, 20024, 20026, 20034, 20036, 20044, 20046, 20047]","['电吉他 和鸣', '纸巾 缠缠', '茶壶 灵愈', '羽毛球 拉丽', '见证我！', '裂地斩', '风暴针刺', '补水计划', '巨雷枪', '胡乱抓挠', '重新出发', '临摹']"
3932,"[""10028"",""20014"",""10017"",""20043"",""10014"",""10043"",""20016"",""20026"",""10021"",""20036"",""10030"",""10010""]",1,0,1,"[10010, 10014, 10017, 10021, 10028, 10030, 10043, 20014, 20016, 20026, 20036, 20043]","['电吉他 和鸣', '茶壶 灵愈', '电池 欧姆', '铅笔 追忆', '羽毛球 拉丽', '鼠标 点点', '刀 百炼', '见证我！', '引力炸弹', '风暴针刺', '巨雷枪', '爆裂药瓶']"
3933,"[""10028"",""20014"",""10021"",""10030"",""20026"",""10018"",""20043"",""10037"",""10031"",""20048"",""10035"",""20028""]",4,1,3,"[10018, 10021, 10028, 10030, 10031, 10035, 10037, 20014, 20026, 20028, 20043, 20048]","['萨克斯 莉莉', '铅笔 追忆', '羽毛球 拉丽', '鼠标 点点', '注射器 针妮', '纯净水 浅浅', '红汽水 浅浅', '见证我！', '风暴针刺', '冰冻炸弹', '爆裂药瓶', '超电磁炮']"
3934,"[""10028"",""20014"",""10021"",""10030"",""20026"",""10018"",""20043"",""10037"",""10036"",""20048"",""10035"",""20028""]",2,1,1,"[10018, 10021, 10028, 10030, 10035, 10036, 10037, 20014, 20026, 20028, 20043, 20048]","['萨克斯 莉莉', '铅笔 追忆', '羽毛球 拉丽', '鼠标 点点', '纯净水 浅浅', '纯净水 满满', '红汽水 浅浅', '见证我！', '风暴针刺', '冰冻炸弹', '爆裂药瓶', '超电磁炮']"
3935,"[""10028"",""20014"",""10021"",""10030"",""20026"",""10018"",""20043"",""20034"",""20010"",""20048"",""10035"",""20028""]",5,4,1,"[10018, 10021, 10028, 10030, 10035, 20010, 20014, 20026, 20028, 20034, 20043, 20048]","['萨克斯 莉莉', '铅笔 追忆', '羽毛球 拉丽', '鼠标 点点', '纯净水 浅浅', '有丝分裂', '见证我！', '风暴针刺', '冰冻炸弹', '补水计划', '爆裂药瓶', '超电磁炮']"
3936,"[""10028"",""20014"",""10021"",""20034"",""20016"",""10030"",""20044"",""10027"",""20026"",""20036"",""10045"",""10039""]",1,0,1,"[10021, 10027, 10028, 10030, 10039, 10045, 20014, 20016, 20026, 20034, 20036, 20044]","['铅笔 追忆', '牛奶 银河', '羽毛球 拉丽', '鼠标 点点', '绿汽水 浅浅', '盔甲 怀抱', '见证我！', '引力炸弹', '风暴针刺', '补水计划', '巨雷枪', '胡乱抓挠']"
3937,"[""10028"",""20014"",""10024"",""10025"",""10016"",""20043"",""10015"",""20048"",""20036"",""10030"",""20026"",""10023""]",1,0,1,"[10015, 10016, 10023, 10024, 10025, 10028, 10030, 20014, 20026, 20036, 20043, 20048]","['留声机 回音', '电扇 彩虹', '牙膏 露洁', '书 幻梦', '电池 伏特', '羽毛球 拉丽', '鼠标 点点', '见证我！', '风暴针刺', '巨雷枪', '爆裂药瓶', '超电磁炮']"
3938,"[""10028"",""20014"",""10024"",""10025"",""20024"",""10014"",""20044"",""20034"",""20047"",""10026"",""20026"",""10010""]",1,0,1,"[10010, 10014, 10024, 10025, 10026, 10028, 20014, 20024, 20026, 20034, 20044, 20047]","['电吉他 和鸣', '茶壶 灵愈', '书 幻梦', '电池 伏特', '爆米花 米莉', '羽毛球 拉丽', '见证我！', '裂地斩', '风暴针刺', '补水计划', '胡乱抓挠', '临摹']"
3939,"[""10028"",""20014"",""10024"",""10025"",""20029"",""10015"",""20044"",""20034"",""20036"",""10030"",""20026"",""10023""]",1,1,0,"[10015, 10023, 10024, 10025, 10028, 10030, 20014, 20026, 20029, 20034, 20036, 20044]","['留声机 回音', '牙膏 露洁', '书 幻梦', '电池 伏特', '羽毛球 拉丽', '鼠标 点点', '见证我！', '风暴针刺', '人工降雨', '补水计划', '巨雷枪', '胡乱抓挠']"
3940,"[""10028"",""20014"",""10024"",""10025"",""20029"",""20039"",""20044"",""20034"",""20036"",""10030"",""20026"",""10023""]",10,7,3,"[10023, 10024, 10025, 10028, 10030, 20014, 20026, 20029, 20034, 20036, 20039, 20044]","['牙膏 露洁', '书 幻梦', '电池 伏特', '羽毛球 拉丽', '鼠标 点点', '见证我！', '风暴针刺', '人工降雨', '补水计划', '巨雷枪', '战术核武', '胡乱抓挠']"
3941,"[""10028"",""20014"",""10024"",""10025"",""20029"",""20043"",""10015"",""20034"",""20036"",""10030"",""20026"",""10023""]",1,0,1,"[10015, 10023, 10024, 10025, 10028, 10030, 20014, 20026, 20029, 20034, 20036, 20043]","['留声机 回音', '牙膏 露洁', '书 幻梦', '电池 伏特', '羽毛球 拉丽', '鼠标 点点', '见证我！', '风暴针刺', '人工降雨', '补水计划', '巨雷枪', '爆裂药瓶']"
3942,"[""10028"",""20014"",""10024"",""10025"",""20029"",""20043"",""20044"",""20034"",""20036"",""10030"",""20026"",""10023""]",1,0,1,"[10023, 10024, 10025, 10028, 10030, 20014, 20026, 20029, 20034, 20036, 20043, 20044]","['牙膏 露洁', '书 幻梦', '电池 伏特', '羽毛球 拉丽', '鼠标 点点', '见证我！', '风暴针刺', '人工降雨', '补水计划', '巨雷枪', '爆裂药瓶', '胡乱抓挠']"
3943,"[""10028"",""20014"",""10025"",""10020"",""20022"",""10043"",""20031"",""10015"",""20036"",""20046"",""10013"",""20026""]",1,0,1,"[10013, 10015, 10020, 10025, 10028, 10043, 20014, 20022, 20026, 20031, 20036, 20046]","['雨伞 守心', '留声机 回音', '时钟 晨曦', '电池 伏特', '羽毛球 拉丽', '刀 百炼', '见证我！', '蓄力', '风暴针刺', '滋水', '巨雷枪', '重新出发']"
3944,"[""10028"",""20014"",""10025"",""10020"",""20022"",""20047"",""20043"",""10015"",""10023"",""20046"",""20034"",""20026""]",3,0,3,"[10015, 10020, 10023, 10025, 10028, 20014, 20022, 20026, 20034, 20043, 20046, 20047]","['留声机 回音', '时钟 晨曦', '牙膏 露洁', '电池 伏特', '羽毛球 拉丽', '见证我！', '蓄力', '风暴针刺', '补水计划', '爆裂药瓶', '重新出发', '临摹']"
3945,"[""10028"",""20014"",""10026"",""20034"",""10023"",""10024"",""10014"",""10027"",""20050"",""10030"",""10025"",""20024""]",4,0,4,"[10014, 10023, 10024, 10025, 10026, 10027, 10028, 10030, 20014, 20024, 20034, 20050]","['茶壶 灵愈', '牙膏 露洁', '书 幻梦', '电池 伏特', '爆米花 米莉', '牛奶 银河', '羽毛球 拉丽', '鼠标 点点', '见证我！', '裂地斩', '补水计划', '海浪冲击']"
3946,"[""10028"",""20014"",""10031"",""10025"",""20034"",""20010"",""20016"",""10027"",""20044"",""20026"",""20046"",""20050""]",3,2,1,"[10025, 10027, 10028, 10031, 20010, 20014, 20016, 20026, 20034, 20044, 20046, 20050]","['电池 伏特', '牛奶 银河', '羽毛球 拉丽', '注射器 针妮', '有丝分裂', '见证我！', '引力炸弹', '风暴针刺', '补水计划', '胡乱抓挠', '重新出发', '海浪冲击']"
3947,"[""10028"",""20014"",""10035"",""10014"",""10025"",""10020"",""20050"",""10010"",""20037"",""20043"",""10045"",""20046""]",1,0,1,"[10010, 10014, 10020, 10025, 10028, 10035, 10045, 20014, 20037, 20043, 20046, 20050]","['电吉他 和鸣', '茶壶 灵愈', '时钟 晨曦', '电池 伏特', '羽毛球 拉丽', '纯净水 浅浅', '盔甲 怀抱', '见证我！', '投石支援', '爆裂药瓶', '重新出发', '海浪冲击']"
3948,"[""10028"",""20014"",""10035"",""10034"",""10025"",""10020"",""20050"",""10010"",""20026"",""20043"",""20051"",""20046""]",1,0,1,"[10010, 10020, 10025, 10028, 10034, 10035, 20014, 20026, 20043, 20046, 20050, 20051]","['电吉他 和鸣', '时钟 晨曦', '电池 伏特', '羽毛球 拉丽', '剪刀 刺痛', '纯净水 浅浅', '见证我！', '风暴针刺', '爆裂药瓶', '重新出发', '海浪冲击', '修建阵地']"
3949,"[""10028"",""20014"",""10037"",""10015"",""20012"",""10030"",""20044"",""20026"",""20048"",""10021"",""10018"",""20050""]",1,0,1,"[10015, 10018, 10021, 10028, 10030, 10037, 20012, 20014, 20026, 20044, 20048, 20050]","['留声机 回音', '萨克斯 莉莉', '铅笔 追忆', '羽毛球 拉丽', '鼠标 点点', '红汽水 浅浅', '弹射锯片', '见证我！', '风暴针刺', '胡乱抓挠', '超电磁炮', '海浪冲击']"
3950,"[""10028"",""20014"",""10037"",""10036"",""10010"",""10030"",""20044"",""20026"",""20048"",""10021"",""10018"",""20050""]",4,4,0,"[10010, 10018, 10021, 10028, 10030, 10036, 10037, 20014, 20026, 20044, 20048, 20050]","['电吉他 和鸣', '萨克斯 莉莉', '铅笔 追忆', '羽毛球 拉丽', '鼠标 点点', '纯净水 满满', '红汽水 浅浅', '见证我！', '风暴针刺', '胡乱抓挠', '超电磁炮', '海浪冲击']"
3951,"[""10028"",""20014"",""10037"",""10036"",""20012"",""10030"",""20044"",""20026"",""20048"",""10021"",""10018"",""20050""]",1,0,1,"[10018, 10021, 10028, 10030, 10036, 10037, 20012, 20014, 20026, 20044, 20048, 20050]","['萨克斯 莉莉', '铅笔 追忆', '羽毛球 拉丽', '鼠标 点点', '纯净水 满满', '红汽水 浅浅', '弹射锯片', '见证我！', '风暴针刺', '胡乱抓挠', '超电磁炮', '海浪冲击']"
3952,"[""10028"",""20014"",""10037"",""20010"",""20035"",""10019"",""20016"",""20026"",""20044"",""20048"",""10038"",""20050""]",1,0,1,"[10019, 10028, 10037, 10038, 20010, 20014, 20016, 20026, 20035, 20044, 20048, 20050]","['电池 焦耳', '羽毛球 拉丽', '红汽水 浅浅', '红汽水 满满', '有丝分裂', '见证我！', '引力炸弹', '风暴针刺', '冰霜新星', '胡乱抓挠', '超电磁炮', '海浪冲击']"
3953,"[""10028"",""20014"",""10037"",""20034"",""20012"",""10030"",""20044"",""20026"",""20048"",""10021"",""10018"",""20050""]",3,2,1,"[10018, 10021, 10028, 10030, 10037, 20012, 20014, 20026, 20034, 20044, 20048, 20050]","['萨克斯 莉莉', '铅笔 追忆', '羽毛球 拉丽', '鼠标 点点', '红汽水 浅浅', '弹射锯片', '见证我！', '风暴针刺', '补水计划', '胡乱抓挠', '超电磁炮', '海浪冲击']"
3954,"[""10028"",""20014"",""20011"",""20034"",""10013"",""10021"",""20050"",""10030"",""20046"",""20043"",""20010"",""20047""]",3,0,3,"[10013, 10021, 10028, 10030, 20010, 20011, 20014, 20034, 20043, 20046, 20047, 20050]","['雨伞 守心', '铅笔 追忆', '羽毛球 拉丽', '鼠标 点点', '有丝分裂', '魅惑', '见证我！', '补水计划', '爆裂药瓶', '重新出发', '临摹', '海浪冲击']"
3955,"[""10028"",""20014"",""20011"",""20034"",""10023"",""10021"",""20050"",""10030"",""20046"",""20043"",""20010"",""20047""]",4,1,3,"[10021, 10023, 10028, 10030, 20010, 20011, 20014, 20034, 20043, 20046, 20047, 20050]","['铅笔 追忆', '牙膏 露洁', '羽毛球 拉丽', '鼠标 点点', '有丝分裂', '魅惑', '见证我！', '补水计划', '爆裂药瓶', '重新出发', '临摹', '海浪冲击']"
3956,"[""10028"",""20014"",""20012"",""10031"",""20025"",""10021"",""20016"",""10030"",""10019"",""20050"",""10010"",""20034""]",6,3,3,"[10010, 10019, 10021, 10028, 10030, 10031, 20012, 20014, 20016, 20025, 20034, 20050]","['电吉他 和鸣', '电池 焦耳', '铅笔 追忆', '羽毛球 拉丽', '鼠标 点点', '注射器 针妮', '弹射锯片', '见证我！', '引力炸弹', '修建工事', '补水计划', '海浪冲击']"
3957,"[""10028"",""20014"",""20016"",""10015"",""20050"",""10027"",""10019"",""20026"",""10021"",""10035"",""20044"",""10037""]",5,4,1,"[10015, 10019, 10021, 10027, 10028, 10035, 10037, 20014, 20016, 20026, 20044, 20050]","['留声机 回音', '电池 焦耳', '铅笔 追忆', '牛奶 银河', '羽毛球 拉丽', '纯净水 浅浅', '红汽水 浅浅', '见证我！', '引力炸弹', '风暴针刺', '胡乱抓挠', '海浪冲击']"
3958,"[""10028"",""20014"",""20016"",""20034"",""20050"",""10027"",""10019"",""20026"",""10021"",""10035"",""20044"",""10037""]",1,1,0,"[10019, 10021, 10027, 10028, 10035, 10037, 20014, 20016, 20026, 20034, 20044, 20050]","['电池 焦耳', '铅笔 追忆', '牛奶 银河', '羽毛球 拉丽', '纯净水 浅浅', '红汽水 浅浅', '见证我！', '引力炸弹', '风暴针刺', '补水计划', '胡乱抓挠', '海浪冲击']"
3959,"[""10028"",""20014"",""20022"",""20049"",""20050"",""20036"",""20033"",""10030"",""20044"",""20043"",""10021"",""20026""]",2,1,1,"[10021, 10028, 10030, 20014, 20022, 20026, 20033, 20036, 20043, 20044, 20049, 20050]","['铅笔 追忆', '羽毛球 拉丽', '鼠标 点点', '见证我！', '蓄力', '风暴针刺', '全力滋水', '巨雷枪', '爆裂药瓶', '胡乱抓挠', '尖刺墙', '海浪冲击']"
3960,"[""10028"",""20014"",""20026"",""20034"",""20036"",""10015"",""20048"",""20050"",""20044"",""20016"",""10019"",""20043""]",4,3,1,"[10015, 10019, 10028, 20014, 20016, 20026, 20034, 20036, 20043, 20044, 20048, 20050]","['留声机 回音', '电池 焦耳', '羽毛球 拉丽', '见证我！', '引力炸弹', '风暴针刺', '补水计划', '巨雷枪', '爆裂药瓶', '胡乱抓挠', '超电磁炮', '海浪冲击']"
3961,"[""10028"",""20014"",""20026"",""20047"",""20037"",""20044"",""20034"",""20012"",""10011"",""20028"",""20024"",""20038""]",1,0,1,"[10011, 10028, 20012, 20014, 20024, 20026, 20028, 20034, 20037, 20038, 20044, 20047]","['纸巾 缠缠', '羽毛球 拉丽', '弹射锯片', '见证我！', '裂地斩', '风暴针刺', '冰冻炸弹', '补水计划', '投石支援', '飞砖', '胡乱抓挠', '临摹']"
3962,"[""10028"",""20014"",""20026"",""20047"",""20037"",""20044"",""20034"",""20046"",""10011"",""20028"",""20024"",""20038""]",8,5,3,"[10011, 10028, 20014, 20024, 20026, 20028, 20034, 20037, 20038, 20044, 20046, 20047]","['纸巾 缠缠', '羽毛球 拉丽', '见证我！', '裂地斩', '风暴针刺', '冰冻炸弹', '补水计划', '投石支援', '飞砖', '胡乱抓挠', '重新出发', '临摹']"
3963,"[""10028"",""20014"",""20026"",""20047"",""20037"",""20044"",""20034"",""20046"",""10011"",""20028"",""20024"",""20039""]",5,3,2,"[10011, 10028, 20014, 20024, 20026, 20028, 20034, 20037, 20039, 20044, 20046, 20047]","['纸巾 缠缠', '羽毛球 拉丽', '见证我！', '裂地斩', '风暴针刺', '冰冻炸弹', '补水计划', '投石支援', '战术核武', '胡乱抓挠', '重新出发', '临摹']"
3964,"[""10028"",""20014"",""20026"",""20047"",""20037"",""20044"",""20034"",""20046"",""10011"",""20028"",""20024"",""20048""]",1,1,0,"[10011, 10028, 20014, 20024, 20026, 20028, 20034, 20037, 20044, 20046, 20047, 20048]","['纸巾 缠缠', '羽毛球 拉丽', '见证我！', '裂地斩', '风暴针刺', '冰冻炸弹', '补水计划', '投石支援', '胡乱抓挠', '重新出发', '临摹', '超电磁炮']"
3965,"[""10028"",""20014"",""20028"",""20026"",""20034"",""20011"",""10014"",""20046"",""20044"",""20036"",""20024"",""10010""]",2,2,0,"[10010, 10014, 10028, 20011, 20014, 20024, 20026, 20028, 20034, 20036, 20044, 20046]","['电吉他 和鸣', '茶壶 灵愈', '羽毛球 拉丽', '魅惑', '见证我！', '裂地斩', '风暴针刺', '冰冻炸弹', '补水计划', '巨雷枪', '胡乱抓挠', '重新出发']"
3966,"[""10028"",""20014"",""20028"",""20026"",""20034"",""20047"",""10014"",""20046"",""20044"",""20036"",""20024"",""10026""]",4,2,2,"[10014, 10026, 10028, 20014, 20024, 20026, 20028, 20034, 20036, 20044, 20046, 20047]","['茶壶 灵愈', '爆米花 米莉', '羽毛球 拉丽', '见证我！', '裂地斩', '风暴针刺', '冰冻炸弹', '补水计划', '巨雷枪', '胡乱抓挠', '重新出发', '临摹']"
3967,"[""10028"",""20014"",""20031"",""20038"",""10035"",""10027"",""20043"",""20034"",""20026"",""20016"",""20046"",""20028""]",4,2,2,"[10027, 10028, 10035, 20014, 20016, 20026, 20028, 20031, 20034, 20038, 20043, 20046]","['牛奶 银河', '羽毛球 拉丽', '纯净水 浅浅', '见证我！', '引力炸弹', '风暴针刺', '冰冻炸弹', '滋水', '补水计划', '飞砖', '爆裂药瓶', '重新出发']"
3968,"[""10028"",""20014"",""20031"",""20038"",""10035"",""20036"",""20043"",""20034"",""20026"",""20022"",""20046"",""20028""]",1,0,1,"[10028, 10035, 20014, 20022, 20026, 20028, 20031, 20034, 20036, 20038, 20043, 20046]","['羽毛球 拉丽', '纯净水 浅浅', '见证我！', '蓄力', '风暴针刺', '冰冻炸弹', '滋水', '补水计划', '巨雷枪', '飞砖', '爆裂药瓶', '重新出发']"
3969,"[""10028"",""20014"",""20031"",""20038"",""10035"",""20047"",""20043"",""20034"",""20026"",""20022"",""20046"",""20028""]",1,1,0,"[10028, 10035, 20014, 20022, 20026, 20028, 20031, 20034, 20038, 20043, 20046, 20047]","['羽毛球 拉丽', '纯净水 浅浅', '见证我！', '蓄力', '风暴针刺', '冰冻炸弹', '滋水', '补水计划', '飞砖', '爆裂药瓶', '重新出发', '临摹']"
3970,"[""10028"",""20014"",""20031"",""20038"",""20044"",""10027"",""20043"",""20034"",""20026"",""20016"",""20046"",""20028""]",6,3,3,"[10027, 10028, 20014, 20016, 20026, 20028, 20031, 20034, 20038, 20043, 20044, 20046]","['牛奶 银河', '羽毛球 拉丽', '见证我！', '引力炸弹', '风暴针刺', '冰冻炸弹', '滋水', '补水计划', '飞砖', '爆裂药瓶', '胡乱抓挠', '重新出发']"
3971,"[""10028"",""20014"",""20034"",""10015"",""20047"",""10043"",""20016"",""20026"",""20044"",""20048"",""20024"",""20050""]",5,1,4,"[10015, 10028, 10043, 20014, 20016, 20024, 20026, 20034, 20044, 20047, 20048, 20050]","['留声机 回音', '羽毛球 拉丽', '刀 百炼', '见证我！', '引力炸弹', '裂地斩', '风暴针刺', '补水计划', '胡乱抓挠', '临摹', '超电磁炮', '海浪冲击']"
3972,"[""10028"",""20014"",""20034"",""10015"",""20047"",""20046"",""20016"",""20026"",""20044"",""20027"",""10021"",""20050""]",4,0,4,"[10015, 10021, 10028, 20014, 20016, 20026, 20027, 20034, 20044, 20046, 20047, 20050]","['留声机 回音', '铅笔 追忆', '羽毛球 拉丽', '见证我！', '引力炸弹', '风暴针刺', '嗜血杀戮', '补水计划', '胡乱抓挠', '重新出发', '临摹', '海浪冲击']"
3973,"[""10028"",""20014"",""20034"",""10015"",""20047"",""20046"",""20016"",""20026"",""20044"",""20048"",""20024"",""20050""]",1,0,1,"[10015, 10028, 20014, 20016, 20024, 20026, 20034, 20044, 20046, 20047, 20048, 20050]","['留声机 回音', '羽毛球 拉丽', '见证我！', '引力炸弹', '裂地斩', '风暴针刺', '补水计划', '胡乱抓挠', '重新出发', '临摹', '超电磁炮', '海浪冲击']"
3974,"[""10028"",""20014"",""20034"",""20036"",""20050"",""10010"",""10015"",""10030"",""20044"",""10021"",""10023"",""20043""]",1,0,1,"[10010, 10015, 10021, 10023, 10028, 10030, 20014, 20034, 20036, 20043, 20044, 20050]","['电吉他 和鸣', '留声机 回音', '铅笔 追忆', '牙膏 露洁', '羽毛球 拉丽', '鼠标 点点', '见证我！', '补水计划', '巨雷枪', '爆裂药瓶', '胡乱抓挠', '海浪冲击']"
3975,"[""10028"",""20014"",""20035"",""20036"",""10041"",""20034"",""20043"",""20026"",""10025"",""20028"",""20047"",""20024""]",7,4,3,"[10025, 10028, 10041, 20014, 20024, 20026, 20028, 20034, 20035, 20036, 20043, 20047]","['电池 伏特', '羽毛球 拉丽', '肥皂 滑滑', '见证我！', '裂地斩', '风暴针刺', '冰冻炸弹', '补水计划', '冰霜新星', '巨雷枪', '爆裂药瓶', '临摹']"
3976,"[""10028"",""20014"",""20037"",""10031"",""20024"",""10027"",""20034"",""20044"",""20046"",""20050"",""20016"",""20010""]",1,0,1,"[10027, 10028, 10031, 20010, 20014, 20016, 20024, 20034, 20037, 20044, 20046, 20050]","['牛奶 银河', '羽毛球 拉丽', '注射器 针妮', '有丝分裂', '见证我！', '引力炸弹', '裂地斩', '补水计划', '投石支援', '胡乱抓挠', '重新出发', '海浪冲击']"
3977,"[""10028"",""20014"",""20037"",""10031"",""20047"",""10030"",""20034"",""20044"",""20046"",""20050"",""20016"",""20010""]",1,0,1,"[10028, 10030, 10031, 20010, 20014, 20016, 20034, 20037, 20044, 20046, 20047, 20050]","['羽毛球 拉丽', '鼠标 点点', '注射器 针妮', '有丝分裂', '见证我！', '引力炸弹', '补水计划', '投石支援', '胡乱抓挠', '重新出发', '临摹', '海浪冲击']"
3978,"[""10028"",""20014"",""20037"",""10031"",""20047"",""20026"",""20034"",""20044"",""20046"",""20050"",""20049"",""20010""]",11,7,4,"[10028, 10031, 20010, 20014, 20026, 20034, 20037, 20044, 20046, 20047, 20049, 20050]","['羽毛球 拉丽', '注射器 针妮', '有丝分裂', '见证我！', '风暴针刺', '补水计划', '投石支援', '胡乱抓挠', '重新出发', '临摹', '尖刺墙', '海浪冲击']"
3979,"[""10028"",""20014"",""20037"",""20034"",""20043"",""10030"",""20049"",""20044"",""20046"",""20050"",""20016"",""10015""]",1,0,1,"[10015, 10028, 10030, 20014, 20016, 20034, 20037, 20043, 20044, 20046, 20049, 20050]","['留声机 回音', '羽毛球 拉丽', '鼠标 点点', '见证我！', '引力炸弹', '补水计划', '投石支援', '爆裂药瓶', '胡乱抓挠', '重新出发', '尖刺墙', '海浪冲击']"
3980,"[""10028"",""20014"",""20037"",""20039"",""10020"",""20036"",""20046"",""20026"",""20044"",""20048"",""20034"",""20047""]",1,0,1,"[10020, 10028, 20014, 20026, 20034, 20036, 20037, 20039, 20044, 20046, 20047, 20048]","['时钟 晨曦', '羽毛球 拉丽', '见证我！', '风暴针刺', '补水计划', '巨雷枪', '投石支援', '战术核武', '胡乱抓挠', '重新出发', '临摹', '超电磁炮']"
3981,"[""10028"",""20014"",""20041"",""20011"",""10010"",""10021"",""20050"",""10030"",""20046"",""20043"",""20010"",""20047""]",1,0,1,"[10010, 10021, 10028, 10030, 20010, 20011, 20014, 20041, 20043, 20046, 20047, 20050]","['电吉他 和鸣', '铅笔 追忆', '羽毛球 拉丽', '鼠标 点点', '有丝分裂', '魅惑', '见证我！', '巨兽陷阱', '爆裂药瓶', '重新出发', '临摹', '海浪冲击']"
3982,"[""10028"",""20014"",""20046"",""10019"",""10010"",""20045"",""10031"",""10030"",""20044"",""10021"",""20036"",""20026""]",8,3,5,"[10010, 10019, 10021, 10028, 10030, 10031, 20014, 20026, 20036, 20044, 20045, 20046]","['电吉他 和鸣', '电池 焦耳', '铅笔 追忆', '羽毛球 拉丽', '鼠标 点点', '注射器 针妮', '见证我！', '风暴针刺', '巨雷枪', '胡乱抓挠', '接力', '重新出发']"
3983,"[""10028"",""20014"",""20046"",""10019"",""10010"",""20045"",""10031"",""10034"",""20044"",""10021"",""20036"",""20026""]",13,5,8,"[10010, 10019, 10021, 10028, 10031, 10034, 20014, 20026, 20036, 20044, 20045, 20046]","['电吉他 和鸣', '电池 焦耳', '铅笔 追忆', '羽毛球 拉丽', '注射器 针妮', '剪刀 刺痛', '见证我！', '风暴针刺', '巨雷枪', '胡乱抓挠', '接力', '重新出发']"
3984,"[""10028"",""20014"",""20046"",""20026"",""20034"",""10035"",""20048"",""10031"",""10030"",""10021"",""20047"",""20025""]",1,0,1,"[10021, 10028, 10030, 10031, 10035, 20014, 20025, 20026, 20034, 20046, 20047, 20048]","['铅笔 追忆', '羽毛球 拉丽', '鼠标 点点', '注射器 针妮', '纯净水 浅浅', '见证我！', '修建工事', '风暴针刺', '补水计划', '重新出发', '临摹', '超电磁炮']"
3985,"[""10028"",""20014"",""20050"",""20047"",""10013"",""10027"",""10026"",""20021"",""20026"",""20034"",""20027"",""10010""]",3,2,1,"[10010, 10013, 10026, 10027, 10028, 20014, 20021, 20026, 20027, 20034, 20047, 20050]","['电吉他 和鸣', '雨伞 守心', '爆米花 米莉', '牛奶 银河', '羽毛球 拉丽', '见证我！', '精准引导', '风暴针刺', '嗜血杀戮', '补水计划', '临摹', '海浪冲击']"
3986,"[""10028"",""20014"",""20050"",""20047"",""10013"",""10027"",""10026"",""20021"",""20043"",""20034"",""20027"",""10010""]",2,0,2,"[10010, 10013, 10026, 10027, 10028, 20014, 20021, 20027, 20034, 20043, 20047, 20050]","['电吉他 和鸣', '雨伞 守心', '爆米花 米莉', '牛奶 银河', '羽毛球 拉丽', '见证我！', '精准引导', '嗜血杀戮', '补水计划', '爆裂药瓶', '临摹', '海浪冲击']"
3987,"[""10028"",""20014"",""20050"",""20047"",""10034"",""10027"",""10026"",""20021"",""20026"",""20034"",""20027"",""10010""]",3,1,2,"[10010, 10026, 10027, 10028, 10034, 20014, 20021, 20026, 20027, 20034, 20047, 20050]","['电吉他 和鸣', '爆米花 米莉', '牛奶 银河', '羽毛球 拉丽', '剪刀 刺痛', '见证我！', '精准引导', '风暴针刺', '嗜血杀戮', '补水计划', '临摹', '海浪冲击']"
3988,"[""10028"",""20015"",""10013"",""10021"",""20042"",""10031"",""10017"",""10030"",""20044"",""20043"",""10015"",""20026""]",1,0,1,"[10013, 10015, 10017, 10021, 10028, 10030, 10031, 20015, 20026, 20042, 20043, 20044]","['雨伞 守心', '留声机 回音', '电池 欧姆', '铅笔 追忆', '羽毛球 拉丽', '鼠标 点点', '注射器 针妮', '英勇祝福', '风暴针刺', '协力攻击', '爆裂药瓶', '胡乱抓挠']"
3989,"[""10028"",""20015"",""10013"",""10021"",""20042"",""10031"",""10017"",""10030"",""20044"",""20043"",""10032"",""20026""]",1,0,1,"[10013, 10017, 10021, 10028, 10030, 10031, 10032, 20015, 20026, 20042, 20043, 20044]","['雨伞 守心', '电池 欧姆', '铅笔 追忆', '羽毛球 拉丽', '鼠标 点点', '注射器 针妮', '自行车 闪电', '英勇祝福', '风暴针刺', '协力攻击', '爆裂药瓶', '胡乱抓挠']"
3990,"[""10028"",""20015"",""10021"",""10030"",""20013"",""20043"",""20025"",""20026"",""20044"",""20048"",""20050"",""10010""]",1,0,1,"[10010, 10021, 10028, 10030, 20013, 20015, 20025, 20026, 20043, 20044, 20048, 20050]","['电吉他 和鸣', '铅笔 追忆', '羽毛球 拉丽', '鼠标 点点', '自制手雷', '英勇祝福', '修建工事', '风暴针刺', '爆裂药瓶', '胡乱抓挠', '超电磁炮', '海浪冲击']"
3991,"[""10028"",""20015"",""10037"",""10021"",""10041"",""10035"",""10034"",""20026"",""20044"",""10036"",""10038"",""10030""]",3,1,2,"[10021, 10028, 10030, 10034, 10035, 10036, 10037, 10038, 10041, 20015, 20026, 20044]","['铅笔 追忆', '羽毛球 拉丽', '鼠标 点点', '剪刀 刺痛', '纯净水 浅浅', '纯净水 满满', '红汽水 浅浅', '红汽水 满满', '肥皂 滑滑', '英勇祝福', '风暴针刺', '胡乱抓挠']"
