"日期","channel_name","国家地区","newUser","activeUser","payNum","payNumWeb","payUser","activePayUser","payRate","payUserNew","payRateNew","ARPU","ARPPU","onlineTimeMin","payNumNew","payUserNew2","payNum2"
"2024-07-16(二)","AppStore","意大利","0","1","-","-","-","1","0%","0","0%","0","-","75.25","-","-","-"
"2024-07-16(二)","googleplay","新西兰","0","1","-","-","-","-","0%","0","0%","0","-","72.92","-","-","-"
"2024-07-16(二)","googleplay","缅甸","0","0","-","-","-","-","0%","0","0%","0","-","0","-","-","-"
"2024-07-16(二)","AppStore","葡萄牙","0","0","-","-","-","-","0%","0","0%","0","-","0","-","-","-"
"2024-07-16(二)","AppStore","挪威","0","0","-","-","-","-","0%","0","0%","0","-","0","-","-","-"
"2024-07-16(二)","googleplay","伊朗","0","0","-","-","-","-","0%","0","0%","0","-","0","-","-","-"
"2024-07-16(二)","googleplay","洪都拉斯","0","0","-","-","-","-","0%","0","0%","0","-","0","-","-","-"
"2024-07-16(二)","googleplay","伊拉克","0","0","-","-","-","-","0%","0","0%","0","-","0","-","-","-"
"2024-07-16(二)","AppStore","马耳他","-","0","-","-","-","0","0%","0","-","0","-","0","-","-","-"
"2024-07-16(二)","AppStore","关岛","-","0","-","-","-","-","0%","0","-","0","-","0","-","-","-"
"2024-07-16(二)","AppStore","希腊","-","0","0","0","0","0","0%","0","-","0","0","0","0","0","0"
"2024-07-16(二)","googleplay","关岛","-","1","-","-","-","1","0%","0","-","0","-","35.93","-","-","-"
"2024-07-16(二)","googleplay","卡塔尔","-","0","-","-","-","-","0%","0","-","0","-","0","-","-","-"
"2024-07-16(二)","AppStore","卡塔尔","-","0","-","-","-","0","0%","0","-","0","-","0","-","-","-"
"2024-07-16(二)","AppStore","白俄罗斯","-","0","-","-","-","-","0%","0","-","0","-","0","-","-","-"
"2024-07-16(二)","AppStore","阿塞拜疆","-","0","-","-","-","-","0%","0","-","0","-","0","-","-","-"
"2024-07-16(二)","googleplay","摩洛哥","-","0","-","-","-","-","0%","0","-","0","-","0","-","-","-"
"2024-07-16(二)","AppStore","北马里亚纳群岛","-","0","-","-","-","-","0%","0","-","0","-","0","-","-","-"
"2024-07-16(二)","AppStore","爱尔兰","-","1","0","0","0","0","0%","0","-","0","0","15.68","0","0","0"
"2024-07-16(二)","googleplay","南非","-","0","-","-","-","-","0%","0","-","0","-","0","-","-","-"
"2024-07-16(二)","AppStore","比利时","-","0","-","-","-","0","0%","0","-","0","-","0","-","-","-"
"2024-07-16(二)","AppStore","土耳其","-","0","-","-","-","-","0%","0","-","0","-","0","-","-","-"
"2024-07-17(三)","AppStore","日本","1,238","21,220","15,896.76","29.99","809","6,674","3.81%","62","4.73%","0.75","19.65","78.76","2,593.98","132","2,363.98"
"2024-07-17(三)","googleplay","日本","1,154","7,611","5,802.97","0","382","2,315","5.02%","31","2.67%","0.76","15.19","87.02","617.25","54","1,091.69"
"2024-07-17(三)","AppStore","中国","7","87","102.92","0","3","25","3.45%","1","14.29%","1.18","34.31","102.84","94.96","0","0"
"2024-07-17(三)","googleplay","中国","5","39","167.93","0","3","10","7.69%","0","0%","4.31","55.98","132.66","0","0","0"
"2024-07-17(三)","AppStore","美国","1","20","0","0","0","8","0%","0","0%","0","0","49.93","0","0","0"
"2024-07-17(三)","googleplay","越南","2","8","-","-","-","-","0%","0","0%","0","-","96.88","-","-","-"
"2024-07-17(三)","googleplay","韩国","3","8","0","0","0","1","0%","0","0%","0","0","86.73","0","0","0"
"2024-07-17(三)","googleplay","泰国","7","9","0","0","0","1","0%","0","0%","0","0","110.48","0","0","0"
"2024-07-17(三)","AppStore","越南","0","8","14.98","0","1","3","12.5%","0","0%","1.87","14.98","70.63","0","0","0"
"2024-07-17(三)","googleplay","马来西亚","2","6","0","0","0","0","0%","0","0%","0","0","38.34","0","0","0"
"2024-07-17(三)","googleplay","美国","0","2","-","-","-","0","0%","0","0%","0","-","25.35","-","-","-"
"2024-07-17(三)","AppStore","加拿大","0","7","0","0","0","1","0%","0","0%","0","0","61.19","0","0","0"
"2024-07-17(三)","AppStore","泰国","1","6","0","0","0","2","0%","0","0%","0","0","42.2","0","0","0"
"2024-07-17(三)","AppStore","韩国","0","5","0","0","0","2","0%","0","0%","0","0","52.11","0","0","0"
"2024-07-17(三)","googleplay","印度尼西亚","1","3","0","0","0","1","0%","0","0%","0","-","34.37","0","0","0"
"2024-07-17(三)","AppStore","澳大利亚","1","5","0","0","0","1","0%","0","0%","0","0","49.38","0","0","0"
"2024-07-17(三)","googleplay","俄罗斯","0","2","-","-","-","-","0%","0","0%","0","-","272.95","-","-","-"
"2024-07-17(三)","AppStore","马来西亚","0","5","0.99","0","1","1","20%","0","0%","0.2","0.99","76.13","0","0","0"
"2024-07-17(三)","AppStore","英国","0","4","30.98","0","1","2","25%","0","0%","7.74","30.98","302.17","0","0","0"
"2024-07-17(三)","googleplay","墨西哥","0","2","0","0","0","0","0%","0","0%","0","0","91.91","0","0","0"
"2024-07-17(三)","googleplay","新加坡","0","0","-","-","-","-","0%","0","0%","0","-","0","-","-","-"
"2024-07-17(三)","googleplay","巴西","2","2","-","-","-","-","0%","0","0%","0","-","38.42","-","-","-"
"2024-07-17(三)","AppStore","新加坡","0","3","0","0","0","1","0%","0","0%","0","0","73.47","0","0","0"
"2024-07-17(三)","AppStore","菲律宾","0","2","-","-","-","2","0%","0","0%","0","-","16.67","-","-","-"
"2024-07-17(三)","googleplay","加拿大","0","0","-","-","-","-","0%","0","0%","0","-","0","-","-","-"
"2024-07-17(三)","AppStore","新西兰","0","1","-","-","-","-","0%","0","0%","0","-","235.32","-","-","-"
"2024-07-17(三)","googleplay","法国","0","0","-","-","-","-","0%","0","0%","0","-","0","-","-","-"
"2024-07-17(三)","googleplay","多米尼加共和国","0","0","-","-","-","-","0%","0","0%","0","-","0","-","-","-"
"2024-07-17(三)","googleplay","智利","0","0","-","-","-","-","0%","0","0%","0","-","0","-","-","-"
"2024-07-17(三)","googleplay","德国","0","1","-","-","-","-","0%","0","0%","0","-","403.87","-","-","-"
"2024-07-17(三)","AppStore","俄罗斯","0","0","-","-","-","-","0%","0","0%","0","-","0","-","-","-"
"2024-07-17(三)","googleplay","阿根廷","0","0","-","-","-","-","0%","0","0%","0","-","0","-","-","-"
"2024-07-17(三)","AppStore","德国","0","2","0","0","0","1","0%","0","0%","0","0","160.88","0","0","0"
"2024-07-17(三)","googleplay","菲律宾","0","0","0","0","0","0","0%","0","0%","0","0","0","0","0","0"
"2024-07-17(三)","AppStore","印度尼西亚","0","2","0","0","0","1","0%","0","0%","0","0","53.83","0","0","0"
"2024-07-17(三)","googleplay","秘鲁","0","0","-","-","-","-","0%","0","0%","0","-","0","-","-","-"
"2024-07-17(三)","googleplay","澳大利亚","0","0","-","-","-","0","0%","0","0%","0","-","0","-","-","-"
"2024-07-17(三)","AppStore","巴西","0","0","0","0","0","0","0%","0","0%","0","0","0","0","0","0"
"2024-07-17(三)","googleplay","哥伦比亚","0","1","-","-","-","-","0%","0","0%","0","-","61.23","-","-","-"
"2024-07-17(三)","AppStore","法国","0","0","0","0","0","0","0%","0","0%","0","0","0","0","0","0"
"2024-07-17(三)","googleplay","厄瓜多尔","0","1","-","-","-","-","0%","0","0%","0","-","64.17","-","-","-"
"2024-07-17(三)","googleplay","英国","0","0","-","-","-","-","0%","0","0%","0","-","0","-","-","-"
"2024-07-17(三)","googleplay","意大利","0","1","-","-","-","-","0%","0","0%","0","-","100.15","-","-","-"
"2024-07-17(三)","AppStore","荷兰","1","1","-","-","-","0","0%","0","0%","0","-","47.22","-","-","-"
"2024-07-17(三)","googleplay","哥斯达黎加","0","0","-","-","-","-","0%","0","0%","0","-","0","-","-","-"
"2024-07-17(三)","googleplay","西班牙","0","0","-","-","-","-","0%","0","0%","0","-","0","-","-","-"
"2024-07-17(三)","googleplay","印度","0","0","-","-","-","-","0%","0","0%","0","-","0","-","-","-"
"2024-07-17(三)","AppStore","阿根廷","0","0","-","-","-","0","0%","0","0%","0","-","0","-","-","-"
"2024-07-17(三)","AppStore","柬埔寨","0","0","-","-","-","-","0%","0","0%","0","-","0","-","-","-"
"2024-07-17(三)","AppStore","瑞士","0","0","-","-","-","-","0%","0","0%","0","-","0","-","-","-"
"2024-07-17(三)","googleplay","比利时","0","0","-","-","-","-","0%","0","0%","0","-","0","-","-","-"
"2024-07-17(三)","AppStore","西班牙","0","0","-","-","-","-","0%","0","0%","0","-","0","-","-","-"
"2024-07-17(三)","googleplay","乌拉圭","0","0","-","-","-","-","0%","0","0%","0","-","0","-","-","-"
"2024-07-17(三)","AppStore","蒙古","0","0","-","-","-","-","0%","0","0%","0","-","0","-","-","-"
"2024-07-17(三)","AppStore","印度","0","0","-","-","-","-","0%","0","0%","0","-","0","-","-","-"
"2024-07-17(三)","googleplay","埃及","0","0","-","-","-","-","0%","0","0%","0","-","0","-","-","-"
"2024-07-17(三)","googleplay","巴拿马","0","0","-","-","-","-","0%","0","0%","0","-","0","-","-","-"
"2024-07-17(三)","AppStore","瑞典","0","1","-","-","-","0","0%","0","0%","0","-","176.92","-","-","-"
"2024-07-17(三)","googleplay","沙特阿拉伯","0","0","-","-","-","-","0%","0","0%","0","-","0","-","-","-"
"2024-07-17(三)","AppStore","波兰","0","1","-","-","-","-","0%","0","0%","0","-","82.37","-","-","-"
"2024-07-17(三)","googleplay","危地马拉","0","0","-","-","-","-","0%","0","0%","0","-","0","-","-","-"
"2024-07-17(三)","AppStore","巴拉圭","0","0","-","-","-","-","0%","0","0%","0","-","0","-","-","-"
"2024-07-17(三)","googleplay","土耳其","0","0","-","-","-","-","0%","0","0%","0","-","0","-","-","-"
"2024-07-17(三)","AppStore","多米尼加共和国","0","0","-","-","-","-","0%","0","0%","0","-","0","-","-","-"
"2024-07-17(三)","googleplay","匈牙利","0","0","-","-","-","-","0%","0","0%","0","-","0","-","-","-"
"2024-07-17(三)","AppStore","缅甸","0","0","-","-","-","-","0%","0","0%","0","-","0","-","-","-"
"2024-07-17(三)","AppStore","南非","0","0","-","-","-","-","0%","0","0%","0","-","0","-","-","-"
"2024-07-17(三)","AppStore","尼泊尔","0","0","-","-","-","-","0%","0","0%","0","-","0","-","-","-"
"2024-07-17(三)","AppStore","阿联酋","0","0","0","0","0","0","0%","0","0%","0","0","0","0","0","0"
"2024-07-17(三)","googleplay","波兰","0","1","-","-","-","-","0%","0","0%","0","-","16.05","-","-","-"
"2024-07-17(三)","googleplay","巴拉圭","0","1","-","-","-","-","0%","0","0%","0","-","5.48","-","-","-"
"2024-07-17(三)","AppStore","法属波利尼西亚","0","0","-","-","-","-","0%","0","0%","0","-","0","-","-","-"
"2024-07-17(三)","googleplay","巴哈马","0","0","-","-","-","-","0%","0","0%","0","-","0","-","-","-"
"2024-07-17(三)","googleplay","柬埔寨","0","0","-","-","-","-","0%","0","0%","0","-","0","-","-","-"
"2024-07-17(三)","AppStore","克罗地亚","0","1","-","-","-","-","0%","0","0%","0","-","0","-","-","-"
"2024-07-17(三)","AppStore","哥斯达黎加","0","0","-","-","-","-","0%","0","0%","0","-","0","-","-","-"
"2024-07-17(三)","googleplay","阿尔及利亚","0","0","-","-","-","-","0%","0","0%","0","-","0","-","-","-"
"2024-07-17(三)","AppStore","老挝","0","1","-","-","-","-","0%","0","0%","0","-","6.23","-","-","-"
"2024-07-17(三)","AppStore","墨西哥","0","0","-","-","-","-","0%","0","0%","0","-","0","-","-","-"
"2024-07-17(三)","AppStore","丹麦","0","0","-","-","-","-","0%","0","0%","0","-","0","-","-","-"
"2024-07-17(三)","AppStore","伊拉克","0","1","-","-","-","-","0%","0","0%","0","-","28.77","-","-","-"
"2024-07-17(三)","googleplay","乌克兰","0","0","-","-","-","-","0%","0","0%","0","-","0","-","-","-"
"2024-07-17(三)","googleplay","白俄罗斯","0","0","-","-","-","-","0%","0","0%","0","-","0","-","-","-"
"2024-07-17(三)","AppStore","芬兰","0","0","-","-","-","-","0%","0","0%","0","-","0","-","-","-"
"2024-07-17(三)","googleplay","玻利维亚","0","0","-","-","-","-","0%","0","0%","0","-","0","-","-","-"
"2024-07-17(三)","AppStore","摩洛哥","0","0","-","-","-","0","0%","0","0%","0","-","0","-","-","-"
"2024-07-17(三)","googleplay","荷兰","0","0","-","-","-","-","0%","0","0%","0","-","0","-","-","-"
"2024-07-17(三)","googleplay","以色列","0","0","-","-","-","-","0%","0","0%","0","-","0","-","-","-"
"2024-07-17(三)","AppStore","摩尔多瓦","0","0","-","-","-","-","0%","0","0%","0","-","0","-","-","-"
"2024-07-17(三)","googleplay","阿联酋","0","0","0","0","0","0","0%","0","0%","0","0","0","0","0","0"
"2024-07-17(三)","AppStore","英属维尔京群岛","0","0","-","-","-","-","0%","0","0%","0","-","0","-","-","-"
"2024-07-17(三)","googleplay","斯里兰卡","0","0","-","-","-","-","0%","0","0%","0","-","0","-","-","-"
"2024-07-17(三)","AppStore","意大利","0","0","-","-","-","0","0%","0","0%","0","-","0","-","-","-"
"2024-07-17(三)","googleplay","新西兰","0","1","-","-","-","-","0%","0","0%","0","-","35.43","-","-","-"
"2024-07-17(三)","googleplay","缅甸","0","0","-","-","-","-","0%","0","0%","0","-","0","-","-","-"
"2024-07-17(三)","AppStore","葡萄牙","0","0","-","-","-","-","0%","0","0%","0","-","0","-","-","-"
"2024-07-17(三)","AppStore","挪威","0","0","-","-","-","-","0%","0","0%","0","-","0","-","-","-"
"2024-07-17(三)","googleplay","伊朗","0","0","-","-","-","-","0%","0","0%","0","-","0","-","-","-"
"2024-07-17(三)","googleplay","洪都拉斯","0","0","-","-","-","-","0%","0","0%","0","-","0","-","-","-"
"2024-07-17(三)","googleplay","伊拉克","0","0","-","-","-","-","0%","0","0%","0","-","0","-","-","-"
"2024-07-17(三)","AppStore","马耳他","-","0","-","-","-","0","0%","0","-","0","-","0","-","-","-"
"2024-07-17(三)","AppStore","关岛","-","0","-","-","-","-","0%","0","-","0","-","0","-","-","-"
"2024-07-17(三)","AppStore","希腊","-","0","0","0","0","0","0%","0","-","0","0","0","0","0","0"
"2024-07-17(三)","googleplay","关岛","-","0","-","-","-","0","0%","0","-","0","-","0","-","-","-"
"2024-07-17(三)","googleplay","卡塔尔","-","0","-","-","-","-","0%","0","-","0","-","0","-","-","-"
"2024-07-17(三)","AppStore","卡塔尔","-","0","-","-","-","0","0%","0","-","0","-","0","-","-","-"
"2024-07-17(三)","AppStore","白俄罗斯","-","1","-","-","-","-","0%","0","-","0","-","5.77","-","-","-"
"2024-07-17(三)","AppStore","阿塞拜疆","-","0","-","-","-","-","0%","0","-","0","-","0","-","-","-"
"2024-07-17(三)","googleplay","摩洛哥","-","0","-","-","-","-","0%","0","-","0","-","0","-","-","-"
"2024-07-17(三)","AppStore","北马里亚纳群岛","-","0","-","-","-","-","0%","0","-","0","-","0","-","-","-"
"2024-07-17(三)","AppStore","爱尔兰","-","2","0","0","0","1","0%","0","-","0","0","93.58","0","0","0"
"2024-07-17(三)","googleplay","南非","-","0","-","-","-","-","0%","0","-","0","-","0","-","-","-"
"2024-07-17(三)","AppStore","比利时","-","0","-","-","-","0","0%","0","-","0","-","0","-","-","-"
"2024-07-17(三)","AppStore","土耳其","-","0","-","-","-","-","0%","0","-","0","-","0","-","-","-"
"2024-07-18(四)","AppStore","日本","1,067","19,985","13,674.55","324.92","671","6,386","3.36%","41","3.66%","0.68","20.38","77.71","1,769.59","93","2,267.59"
"2024-07-18(四)","googleplay","日本","945","7,196","5,676.74","14.99","342","2,276","4.75%","26","2.71%","0.79","16.6","83.85","464.43","47","671.11"
"2024-07-18(四)","AppStore","中国","3","79","28.95","0","3","24","3.8%","0","0%","0.37","9.65","108.21","0","0","0"
"2024-07-18(四)","googleplay","中国","6","42","63.93","0","4","8","9.52%","0","0%","1.52","15.98","154.69","0","0","0"
"2024-07-18(四)","AppStore","美国","0","16","0","0","0","4","0%","0","0%","0","0","67.29","0","0","0"
"2024-07-18(四)","googleplay","越南","0","7","-","-","-","-","0%","0","0%","0","-","46.45","-","-","-"
"2024-07-18(四)","googleplay","韩国","0","5","0","0","0","1","0%","0","0%","0","0","132.9","0","0","0"
"2024-07-18(四)","googleplay","泰国","1","4","0","0","0","1","0%","0","0%","0","0","126.65","0","0","0"
"2024-07-18(四)","AppStore","越南","2","6","5.98","0","1","1","16.67%","0","0%","1","5.98","64.01","0","0","0"
"2024-07-18(四)","googleplay","马来西亚","2","5","0","0","0","0","0%","0","0%","0","0","77.26","0","0","0"
"2024-07-18(四)","googleplay","美国","1","4","-","-","-","1","0%","0","0%","0","-","17.58","-","-","-"
"2024-07-18(四)","AppStore","加拿大","0","5","0","0","0","1","0%","0","0%","0","0","85.9","0","0","0"
"2024-07-18(四)","AppStore","泰国","0","6","0","0","0","2","0%","0","0%","0","0","40.68","0","0","0"
"2024-07-18(四)","AppStore","韩国","0","4","9.99","0","1","1","25%","0","0%","2.5","9.99","126.72","0","0","0"
"2024-07-18(四)","googleplay","印度尼西亚","0","2","0","0","0","0","0%","0","0%","0","-","28.89","0","0","0"
"2024-07-18(四)","AppStore","澳大利亚","0","5","0","0","0","1","0%","0","0%","0","0","47.17","0","0","0"
"2024-07-18(四)","googleplay","俄罗斯","2","3","-","-","-","-","0%","0","0%","0","-","165.2","-","-","-"
"2024-07-18(四)","AppStore","马来西亚","0","6","0","0","0","3","0%","0","0%","0","0","32.61","0","0","0"
"2024-07-18(四)","AppStore","英国","1","5","0.99","0","1","2","20%","0","0%","0.2","0.99","136.43","0","0","0"
"2024-07-18(四)","googleplay","墨西哥","1","6","0","0","0","0","0%","0","0%","0","0","30.86","0","0","0"
"2024-07-18(四)","googleplay","新加坡","0","2","-","-","-","-","0%","0","0%","0","-","166.02","-","-","-"
"2024-07-18(四)","googleplay","巴西","0","1","-","-","-","-","0%","0","0%","0","-","19.42","-","-","-"
"2024-07-18(四)","AppStore","新加坡","0","5","0","0","0","1","0%","0","0%","0","0","40.15","0","0","0"
"2024-07-18(四)","AppStore","菲律宾","0","1","-","-","-","1","0%","0","0%","0","-","86.35","-","-","-"
"2024-07-18(四)","googleplay","加拿大","0","0","-","-","-","-","0%","0","0%","0","-","0","-","-","-"
"2024-07-18(四)","AppStore","新西兰","0","1","-","-","-","-","0%","0","0%","0","-","226.85","-","-","-"
"2024-07-18(四)","googleplay","法国","0","0","-","-","-","-","0%","0","0%","0","-","0","-","-","-"
"2024-07-18(四)","googleplay","多米尼加共和国","1","2","-","-","-","-","0%","0","0%","0","-","9.98","-","-","-"
"2024-07-18(四)","googleplay","智利","0","0","-","-","-","-","0%","0","0%","0","-","0","-","-","-"
"2024-07-18(四)","googleplay","德国","0","1","-","-","-","-","0%","0","0%","0","-","386.25","-","-","-"
"2024-07-18(四)","AppStore","俄罗斯","0","0","-","-","-","-","0%","0","0%","0","-","0","-","-","-"
"2024-07-18(四)","googleplay","阿根廷","1","1","-","-","-","-","0%","0","0%","0","-","122.08","-","-","-"
"2024-07-18(四)","AppStore","德国","0","1","0","0","0","1","0%","0","0%","0","0","169.42","0","0","0"
"2024-07-18(四)","googleplay","菲律宾","1","1","184.95","0","1","1","100%","1","100%","184.95","184.95","124","184.95","1","184.95"
"2024-07-18(四)","AppStore","印度尼西亚","0","1","0","0","0","1","0%","0","0%","0","0","29.08","0","0","0"
"2024-07-18(四)","googleplay","秘鲁","1","1","-","-","-","-","0%","0","0%","0","-","23.95","-","-","-"
"2024-07-18(四)","googleplay","澳大利亚","0","0","-","-","-","0","0%","0","0%","0","-","0","-","-","-"
"2024-07-18(四)","AppStore","巴西","0","0","0","0","0","0","0%","0","0%","0","0","0","0","0","0"
"2024-07-18(四)","googleplay","哥伦比亚","0","1","-","-","-","-","0%","0","0%","0","-","5.83","-","-","-"
"2024-07-18(四)","AppStore","法国","0","1","0","0","0","0","0%","0","0%","0","0","18.97","0","0","0"
"2024-07-18(四)","googleplay","厄瓜多尔","0","1","-","-","-","-","0%","0","0%","0","-","17.75","-","-","-"
"2024-07-18(四)","googleplay","英国","0","2","-","-","-","-","0%","0","0%","0","-","18.21","-","-","-"
"2024-07-18(四)","googleplay","意大利","0","1","-","-","-","-","0%","0","0%","0","-","223.25","-","-","-"
"2024-07-18(四)","AppStore","荷兰","0","0","-","-","-","0","0%","0","0%","0","-","0","-","-","-"
"2024-07-18(四)","googleplay","哥斯达黎加","0","0","-","-","-","-","0%","0","0%","0","-","0","-","-","-"
"2024-07-18(四)","googleplay","西班牙","0","0","-","-","-","-","0%","0","0%","0","-","0","-","-","-"
"2024-07-18(四)","googleplay","印度","0","0","-","-","-","-","0%","0","0%","0","-","0","-","-","-"
"2024-07-18(四)","AppStore","阿根廷","0","0","-","-","-","0","0%","0","0%","0","-","0","-","-","-"
"2024-07-18(四)","AppStore","柬埔寨","0","0","-","-","-","-","0%","0","0%","0","-","0","-","-","-"
"2024-07-18(四)","AppStore","瑞士","1","1","-","-","-","-","0%","0","0%","0","-","19.9","-","-","-"
"2024-07-18(四)","googleplay","比利时","0","0","-","-","-","-","0%","0","0%","0","-","0","-","-","-"
"2024-07-18(四)","AppStore","西班牙","0","0","-","-","-","-","0%","0","0%","0","-","0","-","-","-"
"2024-07-18(四)","googleplay","乌拉圭","0","0","-","-","-","-","0%","0","0%","0","-","0","-","-","-"
"2024-07-18(四)","AppStore","蒙古","0","0","-","-","-","-","0%","0","0%","0","-","0","-","-","-"
"2024-07-18(四)","AppStore","印度","0","0","-","-","-","-","0%","0","0%","0","-","0","-","-","-"
"2024-07-18(四)","googleplay","埃及","0","0","-","-","-","-","0%","0","0%","0","-","0","-","-","-"
"2024-07-18(四)","googleplay","巴拿马","0","0","-","-","-","-","0%","0","0%","0","-","0","-","-","-"
"2024-07-18(四)","AppStore","瑞典","0","1","-","-","-","0","0%","0","0%","0","-","112.85","-","-","-"
"2024-07-18(四)","googleplay","沙特阿拉伯","0","0","-","-","-","-","0%","0","0%","0","-","0","-","-","-"
"2024-07-18(四)","AppStore","波兰","0","1","-","-","-","-","0%","0","0%","0","-","224.93","-","-","-"
"2024-07-18(四)","googleplay","危地马拉","0","0","-","-","-","-","0%","0","0%","0","-","0","-","-","-"
"2024-07-18(四)","AppStore","巴拉圭","0","0","-","-","-","-","0%","0","0%","0","-","0","-","-","-"
"2024-07-18(四)","googleplay","土耳其","0","0","-","-","-","-","0%","0","0%","0","-","0","-","-","-"
"2024-07-18(四)","AppStore","多米尼加共和国","0","0","-","-","-","-","0%","0","0%","0","-","0","-","-","-"
"2024-07-18(四)","googleplay","匈牙利","0","0","-","-","-","-","0%","0","0%","0","-","0","-","-","-"
"2024-07-18(四)","AppStore","缅甸","0","0","-","-","-","-","0%","0","0%","0","-","0","-","-","-"
"2024-07-18(四)","AppStore","南非","0","0","-","-","-","-","0%","0","0%","0","-","0","-","-","-"
"2024-07-18(四)","AppStore","尼泊尔","0","0","-","-","-","-","0%","0","0%","0","-","0","-","-","-"
"2024-07-18(四)","AppStore","阿联酋","0","0","0","0","0","0","0%","0","0%","0","0","0","0","0","0"
"2024-07-18(四)","googleplay","波兰","0","0","-","-","-","-","0%","0","0%","0","-","0","-","-","-"
"2024-07-18(四)","googleplay","巴拉圭","0","1","-","-","-","-","0%","0","0%","0","-","5.82","-","-","-"
"2024-07-18(四)","AppStore","法属波利尼西亚","0","0","-","-","-","-","0%","0","0%","0","-","0","-","-","-"
"2024-07-18(四)","googleplay","巴哈马","0","0","-","-","-","-","0%","0","0%","0","-","0","-","-","-"
"2024-07-18(四)","googleplay","柬埔寨","0","0","-","-","-","-","0%","0","0%","0","-","0","-","-","-"
"2024-07-18(四)","AppStore","克罗地亚","0","0","-","-","-","-","0%","0","0%","0","-","0","-","-","-"
"2024-07-18(四)","AppStore","哥斯达黎加","0","0","-","-","-","-","0%","0","0%","0","-","0","-","-","-"
"2024-07-18(四)","googleplay","阿尔及利亚","0","0","-","-","-","-","0%","0","0%","0","-","0","-","-","-"
"2024-07-18(四)","AppStore","老挝","0","1","-","-","-","-","0%","0","0%","0","-","7.78","-","-","-"
"2024-07-18(四)","AppStore","墨西哥","0","0","-","-","-","-","0%","0","0%","0","-","0","-","-","-"
"2024-07-18(四)","AppStore","丹麦","0","0","-","-","-","-","0%","0","0%","0","-","0","-","-","-"
"2024-07-18(四)","AppStore","伊拉克","0","0","-","-","-","-","0%","0","0%","0","-","0","-","-","-"
"2024-07-18(四)","googleplay","乌克兰","0","0","-","-","-","-","0%","0","0%","0","-","0","-","-","-"
"2024-07-18(四)","googleplay","白俄罗斯","0","0","-","-","-","-","0%","0","0%","0","-","0","-","-","-"
"2024-07-18(四)","AppStore","芬兰","0","0","-","-","-","-","0%","0","0%","0","-","0","-","-","-"
"2024-07-18(四)","googleplay","玻利维亚","0","0","-","-","-","-","0%","0","0%","0","-","0","-","-","-"
"2024-07-18(四)","AppStore","摩洛哥","0","0","-","-","-","0","0%","0","0%","0","-","0","-","-","-"
"2024-07-18(四)","googleplay","荷兰","0","0","-","-","-","-","0%","0","0%","0","-","0","-","-","-"
"2024-07-18(四)","googleplay","以色列","0","0","-","-","-","-","0%","0","0%","0","-","0","-","-","-"
"2024-07-18(四)","AppStore","摩尔多瓦","0","0","-","-","-","-","0%","0","0%","0","-","0","-","-","-"
"2024-07-18(四)","googleplay","阿联酋","0","1","0","0","0","0","0%","0","0%","0","0","30.12","0","0","0"
"2024-07-18(四)","AppStore","英属维尔京群岛","1","1","-","-","-","-","0%","0","0%","0","-","17.87","-","-","-"
"2024-07-18(四)","googleplay","斯里兰卡","0","0","-","-","-","-","0%","0","0%","0","-","0","-","-","-"
"2024-07-18(四)","AppStore","意大利","0","0","-","-","-","0","0%","0","0%","0","-","0","-","-","-"
"2024-07-18(四)","googleplay","新西兰","0","1","-","-","-","-","0%","0","0%","0","-","176.25","-","-","-"
"2024-07-18(四)","googleplay","缅甸","0","0","-","-","-","-","0%","0","0%","0","-","0","-","-","-"
"2024-07-18(四)","AppStore","葡萄牙","0","0","-","-","-","-","0%","0","0%","0","-","0","-","-","-"
"2024-07-18(四)","AppStore","挪威","0","0","-","-","-","-","0%","0","0%","0","-","0","-","-","-"
"2024-07-18(四)","googleplay","伊朗","0","0","-","-","-","-","0%","0","0%","0","-","0","-","-","-"
"2024-07-18(四)","googleplay","洪都拉斯","0","0","-","-","-","-","0%","0","0%","0","-","0","-","-","-"
"2024-07-18(四)","googleplay","伊拉克","0","0","-","-","-","-","0%","0","0%","0","-","0","-","-","-"
"2024-07-18(四)","AppStore","马耳他","-","0","-","-","-","0","0%","0","-","0","-","0","-","-","-"
"2024-07-18(四)","AppStore","关岛","-","0","-","-","-","-","0%","0","-","0","-","0","-","-","-"
"2024-07-18(四)","AppStore","希腊","-","0","0","0","0","0","0%","0","-","0","0","0","0","0","0"
"2024-07-18(四)","googleplay","关岛","-","0","-","-","-","0","0%","0","-","0","-","0","-","-","-"
"2024-07-18(四)","googleplay","卡塔尔","-","1","-","-","-","-","0%","0","-","0","-","104.03","-","-","-"
"2024-07-18(四)","AppStore","卡塔尔","-","0","-","-","-","0","0%","0","-","0","-","0","-","-","-"
"2024-07-18(四)","AppStore","白俄罗斯","-","0","-","-","-","-","0%","0","-","0","-","0","-","-","-"
"2024-07-18(四)","AppStore","阿塞拜疆","-","0","-","-","-","-","0%","0","-","0","-","0","-","-","-"
"2024-07-18(四)","googleplay","摩洛哥","-","0","-","-","-","-","0%","0","-","0","-","0","-","-","-"
"2024-07-18(四)","AppStore","北马里亚纳群岛","-","0","-","-","-","-","0%","0","-","0","-","0","-","-","-"
"2024-07-18(四)","AppStore","爱尔兰","-","2","0","0","0","1","0%","0","-","0","0","62.58","0","0","0"
"2024-07-18(四)","googleplay","南非","-","0","-","-","-","-","0%","0","-","0","-","0","-","-","-"
